代码,日期,买入价,卖出价,收益率
000505,1993-06-07,21.5,19.95,-7.21
000505,1994-04-25,12.2,15.3,25.41
600676,1996-01-24,6.59,6.69,1.52
600676,1997-06-12,5.9,5.61,-4.92
600676,1998-06-09,13.75,13.58,-1.24
002494,2018-02-13,7.39,7.91,7.04
002660,2021-02-10,6.29,6.77,7.63
601111,2011-12-09,6.53,6.11,-6.43
000507,2010-07-07,8.54,8.93,4.57
600655,1993-07-16,31.8,30.16,-5.16
600655,1996-01-26,11.0,11.19,1.73
000830,2023-04-27,11.79,11.25,-4.58
600523,2010-07-05,15.17,16.29,7.38
600523,2017-05-31,17.67,17.84,0.96
002395,2013-07-01,6.56,6.26,-4.57
600802,2001-08-31,7.88,7.54,-4.31
600222,2010-02-02,8.48,8.48,0.0
000014,1995-06-21,5.68,5.59,-1.58
000014,2000-12-26,15.99,15.99,0.0
000014,2001-09-19,14.5,13.14,-9.38
000014,2008-07-23,10.1,11.72,16.04
000014,2017-02-07,18.09,18.21,0.66
000014,2017-02-08,18.12,18.4,1.55
000014,2017-11-30,12.6,12.05,-4.37
000014,2017-12-27,10.77,11.06,2.69
000546,2001-02-14,6.53,6.05,-7.35
600783,2012-11-02,10.81,10.54,-2.5
600783,2014-03-14,14.72,16.46,11.82
002369,2020-11-06,6.09,6.24,2.46
002602,2012-07-20,7.18,7.03,-2.09
002602,2018-11-13,20.0,22.19,10.95
002602,2020-10-22,8.86,8.53,-3.72
002480,2011-05-10,60.1,29.81,-50.4
002480,2011-07-28,26.08,25.88,-0.77
603903,2020-09-16,11.68,11.58,-0.86
000682,1999-11-19,18.76,18.47,-1.55
601002,2018-06-25,5.89,5.98,1.53
601002,2020-11-05,5.07,5.11,0.79
601002,2020-11-06,5.02,5.06,0.8
002623,2012-05-04,22.4,22.3,-0.45
002623,2017-05-26,25.3,25.22,-0.32
002623,2017-05-31,25.09,25.91,3.27
002623,2018-02-13,17.39,18.43,5.98
002623,2025-01-08,14.89,15.05,1.07
000576,2001-08-03,9.29,9.81,5.6
000576,2001-09-20,8.36,8.12,-2.87
603085,2020-02-07,6.51,6.54,0.46
603085,2024-01-26,8.21,6.85,-16.57
002706,2018-02-13,10.13,10.06,-0.69
002706,2018-05-04,6.8,7.14,5.0
002706,2018-06-25,6.35,6.49,2.2
002297,2011-06-01,17.1,17.15,0.29
002297,2018-06-25,5.8,5.99,3.28
603987,2018-08-23,6.14,6.12,-0.33
000978,2008-10-22,7.55,6.61,-12.45
000978,2012-12-04,5.7,5.88,3.16
000978,2018-06-25,5.77,5.84,1.21
000978,2018-06-26,5.8,5.88,1.38
603886,2018-05-07,15.69,15.79,0.64
603886,2018-10-17,13.92,14.39,3.38
603886,2019-08-09,21.09,20.6,-2.32
603886,2024-08-29,12.43,12.63,1.61
600601,1994-05-16,8.85,8.98,1.47
600377,2004-08-18,5.52,5.56,0.72
600377,2011-06-22,5.34,5.34,0.0
600377,2011-06-23,5.37,5.41,0.74
600538,2012-01-04,5.05,5.15,1.98
688398,2023-06-05,30.82,29.55,-4.12
600662,1994-05-16,11.9,12.4,4.2
600662,2007-11-28,9.32,9.64,3.43
600662,2017-05-31,7.73,7.73,0.0
600513,2008-09-12,5.67,5.87,3.53
600513,2010-06-24,9.8,8.27,-15.61
600513,2012-07-24,9.85,9.61,-2.44
600513,2016-08-03,15.0,15.25,1.67
600513,2017-05-15,12.94,9.95,-23.11
600513,2017-05-26,9.84,9.91,0.71
601788,2018-10-18,8.05,9.77,21.37
603238,2021-07-12,15.05,14.91,-0.93
603238,2021-09-03,12.41,12.78,2.98
603238,2022-05-05,9.6,10.18,6.04
603505,2022-04-18,27.97,23.82,-14.84
603505,2023-06-27,23.29,23.99,3.01
603081,2023-09-18,13.94,13.18,-5.45
603081,2025-05-28,10.58,10.8,2.08
002354,2017-05-18,22.97,21.3,-7.27
002354,2017-05-19,22.99,20.9,-9.09
002354,2017-07-20,19.53,21.4,9.58
603223,2017-04-25,26.69,27.42,2.74
603223,2023-09-12,10.04,10.0,-0.4
601607,1999-11-12,13.23,13.95,5.44
688238,2023-05-04,17.17,16.62,-3.2
000598,2016-02-01,5.09,5.17,1.57
688096,2020-12-30,18.8,17.25,-8.24
000990,2001-02-14,28.78,28.85,0.24
000990,2003-11-14,8.99,9.23,2.67
000990,2004-07-28,7.05,8.2,16.31
000990,2007-11-15,11.7,11.9,1.71
000990,2018-10-17,12.08,12.99,7.53
000990,2021-11-01,14.23,13.87,-2.53
603115,2022-11-03,16.32,16.9,3.55
603115,2023-04-28,14.49,14.29,-1.38
002114,2011-06-22,13.31,13.66,2.63
002114,2017-01-20,19.92,20.8,4.42
002182,2024-07-29,10.12,9.68,-4.35
603725,2022-05-05,6.06,6.39,5.45
002599,2017-07-03,14.88,15.01,0.87
002599,2017-07-04,14.79,15.01,1.49
002599,2018-06-25,10.24,10.28,0.39
002624,2020-07-30,38.24,36.68,-4.08
002624,2020-11-24,25.91,28.72,10.85
002624,2024-06-13,8.52,8.09,-5.05
600027,2024-08-09,5.5,5.67,3.09
603458,2018-09-13,34.49,34.33,-0.46
002603,2012-11-21,21.36,20.6,-3.56
002603,2018-02-13,13.35,14.08,5.47
002603,2020-09-15,26.09,28.25,8.28
002603,2021-03-16,21.33,24.06,12.8
002603,2021-09-01,17.33,17.61,1.62
002603,2025-02-06,14.23,14.6,2.6
603811,2019-01-07,16.03,15.96,-0.44
603811,2021-06-11,17.25,17.24,-0.06
603811,2021-07-14,15.96,15.31,-4.07
603811,2021-07-21,15.31,14.16,-7.51
601918,2024-09-18,7.15,7.78,8.81
601918,2024-09-19,7.12,8.16,14.61
600917,2017-05-12,10.18,10.48,2.95
600917,2021-07-29,7.4,7.71,4.19
600917,2021-07-30,7.48,7.56,1.07
002339,2017-11-24,9.85,9.89,0.41
002339,2022-03-11,6.05,5.84,-3.47
002643,2013-05-07,13.14,14.6,11.11
002643,2016-09-30,39.28,41.28,5.09
002643,2017-07-21,12.94,13.25,2.4
002643,2017-11-28,11.27,11.73,4.08
002090,2008-08-15,10.58,10.05,-5.01
002973,2025-04-11,10.22,10.29,0.68
000886,1999-11-17,7.62,7.5,-1.57
000886,1999-12-01,7.34,7.41,0.95
000913,2001-08-21,16.21,14.51,-10.49
000913,2001-08-31,14.6,14.2,-2.74
000913,2001-09-03,14.68,14.45,-1.57
000913,2001-11-12,10.72,11.37,6.06
000913,2002-06-28,8.0,8.05,0.63
000913,2018-09-12,9.07,9.08,0.11
000913,2023-05-11,19.3,19.41,0.57
603378,2018-10-17,10.54,10.58,0.38
603378,2020-10-27,55.75,54.44,-2.35
603378,2021-11-02,22.82,23.37,2.41
603378,2025-01-09,5.97,6.27,5.03
603839,2020-11-05,10.27,10.34,0.68
600903,2022-03-18,8.06,7.95,-1.36
600903,2022-03-21,8.04,7.96,-1.0
601222,2016-02-01,27.89,29.58,6.06
601222,2018-06-08,5.41,5.43,0.37
601222,2022-03-21,8.74,8.82,0.92
601222,2025-05-07,5.62,5.65,0.53
603909,2019-10-11,13.48,13.05,-3.19
603909,2023-05-18,11.88,11.47,-3.45
603909,2023-05-19,11.75,11.57,-1.53
603909,2023-05-26,11.57,12.47,7.78
603909,2024-02-20,8.8,9.8,11.36
002537,2011-05-10,30.03,29.59,-1.47
002537,2011-05-11,30.15,29.55,-1.99
002537,2017-07-24,10.92,11.16,2.2
000825,2010-07-06,5.03,5.37,6.76
000825,2010-07-07,5.02,5.43,8.17
600621,1994-05-13,7.5,7.46,-0.53
600621,1995-11-02,9.3,9.35,0.54
600621,1995-12-20,8.09,7.26,-10.26
600621,1999-05-11,8.68,8.35,-3.8
600621,1999-05-12,8.65,8.69,0.46
600621,2001-06-21,12.29,12.52,1.87
600621,2021-11-01,12.83,12.86,0.23
002815,2022-09-21,10.73,10.11,-5.78
600633,1997-07-09,6.58,6.6,0.3
600633,1997-07-10,6.58,6.32,-3.95
600633,2004-07-19,7.99,7.4,-7.38
600633,2018-05-08,10.35,10.45,0.97
600633,2018-06-06,9.31,8.7,-6.55
000070,2016-12-16,25.48,25.1,-1.49
000070,2018-10-18,6.0,6.24,4.0
002148,2010-07-07,29.66,30.52,2.9
002148,2011-05-11,21.44,19.73,-7.98
002148,2011-06-14,16.79,16.15,-3.81
603456,2016-03-03,50.92,47.52,-6.68
603456,2016-06-20,24.85,24.02,-3.34
603456,2017-01-20,18.77,19.31,2.88
603456,2018-04-19,9.29,9.1,-2.05
603456,2022-01-25,46.16,42.96,-6.93
002559,2017-01-20,12.44,12.72,2.25
002559,2017-05-31,10.35,10.93,5.6
002559,2018-06-27,6.89,6.99,1.45
002559,2019-07-15,5.17,4.98,-3.68
002577,2012-06-11,12.49,12.75,2.08
002577,2012-07-20,11.06,10.93,-1.18
002577,2016-12-16,30.56,30.54,-0.07
603588,2018-01-18,11.6,11.83,1.98
603588,2021-06-15,15.12,14.48,-4.23
603326,2018-02-13,15.99,17.26,7.94
603326,2020-10-09,11.17,11.28,0.98
603326,2020-12-31,8.94,8.38,-6.26
002271,2020-10-28,35.96,36.94,2.73
002045,2008-08-15,6.09,5.95,-2.3
600057,1998-09-04,18.28,19.48,6.56
600057,2001-02-27,8.9,9.01,1.24
600057,2001-02-28,8.82,8.98,1.81
600057,2004-04-30,10.32,10.61,2.81
600057,2018-06-25,5.09,4.87,-4.32
600057,2024-08-01,5.21,5.22,0.19
600057,2024-08-02,5.24,5.18,-1.15
603042,2021-02-10,11.3,12.53,10.88
600153,2003-09-29,8.54,8.58,0.47
600153,2003-09-30,8.5,8.49,-0.12
600153,2004-06-30,5.16,5.25,1.74
600398,2003-10-09,6.76,6.97,3.11
002548,2019-12-16,8.34,8.76,5.04
002548,2021-05-10,6.24,6.05,-3.04
000925,2003-11-13,10.3,11.18,8.54
000925,2012-02-01,10.08,10.62,5.36
000925,2012-07-20,8.24,8.05,-2.31
000925,2018-06-27,6.23,6.01,-3.53
600257,2010-05-21,6.48,6.78,4.63
600257,2017-05-02,8.06,7.95,-1.36
600257,2017-05-26,6.99,7.09,1.43
600415,2003-01-07,13.88,15.6,12.39
600415,2007-10-30,75.47,77.2,2.29
600415,2013-07-02,5.05,5.0,-0.99
600415,2025-11-14,16.48,15.72,-4.61
600415,2025-11-17,16.62,16.0,-3.73
603327,2020-12-30,19.21,19.04,-0.88
603327,2021-05-12,14.48,14.2,-1.93
603327,2022-11-03,15.3,15.19,-0.72
002731,2021-02-10,5.59,6.12,9.48
002731,2024-07-29,7.68,8.23,7.16
600833,1997-09-19,7.92,7.18,-9.34
600833,2003-11-03,5.57,5.04,-9.52
600833,2003-11-13,5.09,5.6,10.02
600833,2008-08-15,5.68,5.97,5.11
600833,2017-05-26,16.4,16.48,0.49
600833,2017-12-11,14.05,14.22,1.21
002410,2012-11-22,15.2,14.51,-4.54
002410,2022-03-11,48.95,48.7,-0.51
688556,2024-05-30,16.22,14.9,-8.14
688556,2025-04-11,8.85,8.6,-2.82
688556,2025-04-14,8.93,8.62,-3.47
002661,2021-07-22,11.5,10.81,-6.0
002212,2008-08-15,11.63,11.31,-2.75
002212,2011-06-01,8.12,8.06,-0.74
002212,2011-06-22,7.85,8.92,13.63
002212,2022-03-18,11.94,11.52,-3.52
002212,2022-03-21,11.88,11.65,-1.94
600689,2012-07-13,7.43,8.59,15.61
002313,2012-11-14,16.89,15.44,-8.58
002313,2014-04-04,11.77,12.26,4.16
002313,2019-05-13,19.69,19.0,-3.5
002313,2022-06-16,5.7,5.63,-1.23
002313,2024-06-28,6.84,6.68,-2.34
002585,2013-07-01,7.68,8.14,5.99
002585,2022-03-11,19.87,21.1,6.19
002585,2023-05-05,9.94,10.06,1.21
002153,2008-08-14,57.82,58.75,1.61
002153,2008-08-15,57.5,57.93,0.75
002153,2022-07-13,14.3,14.68,2.66
002153,2023-10-25,10.36,10.59,2.22
002153,2025-01-09,6.53,6.66,1.99
600999,2011-08-01,13.31,12.2,-8.34
600999,2011-08-12,12.23,11.99,-1.96
600999,2012-08-20,10.01,9.55,-4.6
600499,2013-06-28,11.89,14.32,20.44
600499,2014-05-23,17.01,17.2,1.12
600499,2014-05-26,16.95,17.18,1.36
600499,2016-02-01,13.85,14.02,1.23
600499,2016-08-03,7.82,7.79,-0.38
600499,2018-06-25,6.65,6.67,0.3
000728,2001-11-12,7.06,7.19,1.84
000728,2017-06-01,12.24,12.55,2.53
000728,2018-02-23,9.18,9.41,2.51
000728,2022-05-05,5.99,5.81,-3.01
000728,2022-05-12,5.81,5.63,-3.1
000756,2010-06-24,7.37,6.25,-15.2
000756,2017-11-27,13.88,14.71,5.98
000756,2018-09-13,6.14,6.08,-0.98
000756,2018-09-14,6.13,6.18,0.82
000756,2021-02-01,8.11,7.92,-2.34
002438,2018-06-27,5.8,6.26,7.93
603896,2021-01-04,35.01,35.47,1.31
002824,2018-06-27,11.47,12.91,12.55
000878,2010-05-12,21.66,21.0,-3.05
000878,2010-07-07,17.07,18.27,7.03
000531,2015-08-31,8.18,8.54,4.4
600775,2003-11-17,7.3,8.46,15.89
600775,2021-02-10,6.1,6.66,9.18
002197,2011-06-30,14.61,15.0,2.67
002197,2012-07-13,8.33,8.22,-1.32
002197,2018-02-08,10.23,10.32,0.88
002197,2018-06-26,8.07,8.34,3.35
600789,2003-01-06,5.86,6.1,4.1
603103,2021-01-18,14.4,14.07,-2.29
603103,2022-10-14,11.13,11.11,-0.18
002349,2011-04-01,27.04,27.23,0.7
002570,2020-11-30,5.91,5.9,-0.17
002458,2012-11-02,9.65,9.03,-6.42
002458,2016-12-16,35.52,34.46,-2.98
600078,2013-07-01,5.92,5.66,-4.39
600078,2024-07-22,5.69,5.44,-4.39
000948,2003-11-04,8.18,7.38,-9.78
000948,2017-04-28,13.18,12.76,-3.19
000948,2017-05-02,13.2,12.9,-2.27
000948,2017-05-31,11.82,12.12,2.54
000948,2018-10-17,8.22,8.49,3.28
000948,2021-02-10,8.44,9.2,9.0
605500,2022-07-13,10.51,10.6,0.86
600258,2001-02-12,20.24,20.04,-0.99
600258,2004-12-30,6.85,6.82,-0.44
600258,2010-05-21,18.19,18.82,3.46
002414,2021-06-08,26.54,25.11,-5.39
002414,2021-07-07,25.5,26.67,4.59
002953,2021-06-08,14.93,14.18,-5.02
002907,2020-12-31,13.42,13.41,-0.07
600728,2011-10-14,9.49,8.85,-6.74
600728,2017-05-02,7.39,7.2,-2.57
600728,2021-02-10,6.33,6.87,8.53
002481,2012-01-30,17.35,18.16,4.67
002481,2017-12-08,5.45,5.29,-2.94
002481,2017-12-11,5.4,5.32,-1.48
002481,2021-10-29,9.13,9.37,2.63
002481,2021-11-01,9.07,9.05,-0.22
605001,2021-06-30,9.23,8.91,-3.47
002244,2010-07-05,8.35,9.44,13.05
002244,2011-08-23,9.72,9.4,-3.29
002207,2008-09-12,7.27,7.73,6.33
002207,2011-06-22,13.63,17.08,25.31
002766,2017-08-22,17.26,17.17,-0.52
002566,2018-10-17,5.61,5.75,2.5
600004,2019-11-15,17.32,16.71,-3.52
600004,2021-02-08,11.95,13.5,12.97
600817,2001-08-03,22.8,22.48,-1.4
600817,2003-10-31,12.45,12.53,0.64
600817,2003-11-03,12.27,12.28,0.08
600817,2004-08-18,11.39,11.23,-1.4
600817,2007-11-28,10.37,10.82,4.34
600817,2022-04-19,8.89,7.24,-18.56
002248,2012-07-20,7.9,7.83,-0.89
002248,2014-05-09,5.7,5.62,-1.4
002248,2018-09-07,7.73,7.32,-5.3
603056,2019-06-12,14.26,14.27,0.07
600639,1995-01-26,15.85,15.3,-3.47
600639,1995-02-21,14.66,15.01,2.39
600639,1997-07-31,15.9,15.75,-0.94
600639,1997-08-01,15.8,15.9,0.63
600639,2016-02-01,14.99,15.42,2.87
603357,2019-07-12,12.47,12.58,0.88
002668,2017-05-25,20.37,20.66,1.42
002668,2025-04-11,9.73,9.98,2.57
600048,2014-02-28,6.75,6.91,2.37
000695,1999-02-02,14.24,14.82,4.07
000695,1999-02-03,14.28,14.46,1.26
000695,2002-10-15,9.8,10.06,2.65
688528,2020-12-30,16.26,15.3,-5.9
002291,2017-11-24,7.62,7.5,-1.57
000876,2000-06-14,16.62,16.17,-2.71
000876,2005-11-16,5.78,5.8,0.35
000876,2005-11-17,5.79,5.83,0.69
000876,2013-07-01,9.83,9.53,-3.05
000876,2013-07-25,9.21,9.69,5.21
000876,2016-09-06,8.43,8.09,-4.03
000876,2021-04-19,17.84,17.14,-3.92
603028,2019-08-12,8.55,9.08,6.2
600960,2008-07-14,6.48,6.29,-2.93
600960,2012-11-19,8.35,8.09,-3.11
603598,2018-08-08,10.32,10.3,-0.19
002648,2014-05-13,12.84,12.95,0.86
002648,2014-05-14,12.78,13.03,1.96
002648,2018-06-25,10.86,10.68,-1.66
002648,2018-06-26,10.91,10.61,-2.75
002648,2022-04-28,34.36,33.25,-3.23
002648,2022-06-28,25.95,26.14,0.73
002648,2022-11-24,14.07,15.15,7.68
002378,2018-06-25,6.55,6.49,-0.92
002378,2019-11-05,5.21,4.88,-6.33
600201,2001-09-20,15.95,15.79,-1.0
600201,2007-11-15,13.38,14.39,7.55
600201,2007-11-16,13.31,14.71,10.52
600201,2008-08-15,7.3,7.36,0.82
600372,2012-04-26,17.15,19.89,15.98
600372,2012-06-08,17.73,18.44,4.0
600372,2014-04-03,18.64,20.67,10.89
600372,2021-03-16,14.99,15.49,3.34
600152,2022-02-07,6.34,6.5,2.52
002082,2008-08-15,5.24,5.35,2.1
002082,2018-08-08,10.02,10.32,2.99
002082,2021-01-15,10.7,11.23,4.95
600686,1996-09-16,6.0,6.44,7.33
600686,1997-08-22,6.71,7.11,5.96
600686,2017-05-31,10.97,11.57,5.47
600278,2003-10-21,7.0,6.51,-7.0
600278,2003-11-13,6.0,7.0,16.67
600278,2010-05-14,10.34,9.31,-9.96
600278,2016-12-16,17.0,16.32,-4.0
002022,2008-05-07,24.5,27.09,10.57
002022,2008-09-03,19.5,18.6,-4.62
002022,2009-05-04,17.06,16.69,-2.17
002022,2021-07-22,13.96,13.45,-3.65
002022,2022-07-04,8.1,8.2,1.23
600177,2000-11-02,12.23,13.17,7.69
600177,2001-10-16,10.5,10.89,3.71
600177,2013-06-28,6.11,6.1,-0.16
600177,2013-07-01,6.13,5.9,-3.75
600177,2019-06-13,6.36,6.39,0.47
000429,2001-02-27,11.14,11.57,3.86
000429,2008-08-07,5.13,4.23,-17.54
603366,2017-11-29,6.41,5.95,-7.18
600497,2004-09-08,10.15,10.6,4.43
600497,2008-11-03,6.99,7.83,12.02
600497,2010-07-07,15.1,16.3,7.95
002078,2010-06-23,10.47,10.0,-4.49
600126,2008-08-15,5.04,4.98,-1.19
000802,2003-05-12,8.85,9.42,6.44
000802,2014-12-26,12.85,12.91,0.47
000802,2017-05-02,15.33,14.48,-5.54
000802,2018-02-12,11.21,11.65,3.93
000802,2018-02-13,11.25,11.72,4.18
000802,2020-04-03,9.09,8.88,-2.31
600101,1998-05-06,17.3,16.38,-5.32
600101,2010-07-05,6.48,6.93,6.94
600101,2019-07-26,6.44,6.62,2.8
688602,2025-01-09,6.52,6.58,0.92
603687,2020-12-31,9.11,8.87,-2.63
603687,2022-12-15,8.9,8.76,-1.57
603687,2022-12-23,8.77,8.57,-2.28
002035,2011-01-31,12.67,14.41,13.73
002035,2011-05-03,12.05,11.82,-1.91
002035,2011-10-27,9.86,10.4,5.48
002035,2012-05-03,7.5,7.51,0.13
002035,2014-05-21,10.05,10.24,1.89
002035,2017-06-16,23.48,23.6,0.51
603989,2018-06-25,29.88,21.91,-26.67
603989,2018-06-26,29.91,21.4,-28.45
600388,2002-11-19,12.4,11.56,-6.77
600388,2003-11-17,8.86,9.31,5.08
600388,2023-12-20,12.37,12.3,-0.57
000937,2010-05-14,28.85,28.28,-1.98
000937,2012-07-27,14.58,14.19,-2.67
000937,2013-04-03,12.45,12.12,-2.65
000937,2014-01-13,6.71,6.56,-2.24
603520,2017-05-31,31.26,32.14,2.82
603520,2018-06-25,21.84,21.15,-3.16
002116,2017-05-26,11.95,11.89,-0.5
002116,2017-05-31,11.81,12.15,2.88
002116,2018-02-13,8.22,8.57,4.26
002116,2018-06-26,6.9,7.18,4.06
002116,2022-08-08,8.29,8.68,4.7
600967,2014-05-27,10.4,10.13,-2.6
600967,2017-05-31,12.09,12.59,4.14
000958,2002-11-15,10.17,10.25,0.79
000958,2025-01-09,5.96,5.95,-0.17
600733,1997-07-09,9.15,9.5,3.83
600733,1999-05-18,13.7,14.79,7.96
600733,1999-05-19,13.76,14.56,5.81
600733,2002-01-16,10.44,10.77,3.16
600733,2002-11-19,9.27,7.85,-15.32
600733,2004-07-05,6.22,5.67,-8.84
600733,2011-12-28,12.61,12.61,0.0
600733,2012-08-20,13.32,13.6,2.1
600733,2019-10-10,6.34,6.37,0.47
600733,2022-09-22,6.86,6.44,-6.12
000619,1997-07-22,8.2,7.84,-4.39
000619,2002-09-16,10.48,10.48,0.0
000619,2002-09-17,10.6,10.31,-2.74
000619,2008-08-15,5.2,4.99,-4.04
000619,2010-07-06,9.4,9.67,2.87
600230,2018-06-25,22.85,22.84,-0.04
600230,2018-06-26,22.95,23.08,0.57
600230,2021-01-15,8.2,8.33,1.59
600613,1993-07-16,19.28,17.49,-9.28
600613,1996-01-08,8.32,8.18,-1.68
600613,1996-01-24,7.8,7.84,0.51
600613,2001-08-03,24.05,25.4,5.61
600613,2018-06-25,6.05,6.04,-0.17
002117,2012-05-03,9.01,9.03,0.22
002117,2012-07-19,6.43,6.47,0.62
002117,2012-07-20,6.43,6.45,0.31
600319,2011-12-20,5.43,5.24,-3.5
600319,2023-04-27,5.1,5.12,0.39
000410,2011-10-27,8.82,9.24,4.76
000410,2017-02-08,11.46,11.51,0.44
600986,2008-04-08,16.78,14.8,-11.8
600986,2016-06-17,15.2,15.98,5.13
600986,2016-06-20,15.22,16.65,9.4
600986,2018-06-26,9.16,9.42,2.84
600986,2018-07-25,6.08,5.8,-4.61
603088,2019-06-20,10.3,10.63,3.2
603088,2020-07-30,8.63,9.26,7.3
600055,1998-07-24,11.99,11.72,-2.25
600055,2001-09-21,16.0,15.99,-0.06
600055,2003-11-03,7.71,7.06,-8.43
600055,2013-06-28,9.63,10.16,5.5
600055,2017-06-09,11.91,11.84,-0.59
600055,2018-06-27,10.77,10.84,0.65
600055,2018-08-23,8.22,8.67,5.47
002038,2019-07-12,14.91,13.89,-6.84
002038,2019-09-03,13.46,14.53,7.95
000862,2002-11-18,7.77,7.77,0.0
000862,2011-06-01,12.7,12.21,-3.86
000862,2011-12-19,8.63,8.03,-6.95
000862,2017-10-24,6.26,6.19,-1.12
000862,2017-11-08,5.74,5.59,-2.61
002588,2016-06-07,12.32,11.54,-6.33
603970,2019-07-26,13.34,13.46,0.9
603970,2019-08-14,12.54,12.7,1.28
603970,2023-06-19,20.22,19.83,-1.93
002398,2018-06-26,5.04,5.17,2.58
600557,2010-08-27,15.74,16.02,1.78
600557,2019-12-05,14.23,14.17,-0.42
600557,2021-01-18,9.65,9.2,-4.66
600780,1999-12-30,6.78,8.17,20.5
600780,2023-12-27,8.08,8.3,2.72
600629,2018-06-25,11.97,11.83,-1.17
600629,2018-06-26,11.98,11.96,-0.17
600629,2019-07-02,9.95,9.71,-2.41
600629,2019-07-03,9.85,9.55,-3.05
000586,2001-02-28,10.45,10.68,2.2
000586,2001-03-01,10.36,10.67,2.99
000586,2003-11-13,5.04,5.4,7.14
000586,2021-02-10,6.22,6.82,9.65
603277,2024-08-08,24.02,24.1,0.33
000553,2002-11-01,8.02,8.04,0.25
000553,2019-08-12,9.16,9.33,1.86
002307,2011-05-27,16.33,16.37,0.24
600161,2003-10-31,8.9,8.11,-8.88
600161,2004-07-20,10.15,10.09,-0.59
600161,2008-09-01,10.09,9.23,-8.52
600161,2010-02-01,23.35,22.3,-4.5
600161,2010-07-08,19.89,19.4,-2.46
600161,2021-03-05,34.93,32.17,-7.9
600161,2022-04-15,21.19,20.01,-5.57
600161,2022-04-18,21.32,19.01,-10.83
002795,2019-06-10,13.58,13.95,2.72
002795,2022-06-21,7.5,8.77,16.93
002795,2022-06-22,7.41,8.25,11.34
002795,2024-01-26,6.11,4.69,-23.24
603806,2018-06-28,21.63,21.84,0.97
603806,2021-03-12,78.3,74.8,-4.47
600475,2004-08-25,9.96,9.97,0.1
600475,2005-07-20,5.13,5.57,8.58
600475,2021-06-09,10.15,9.8,-3.45
600643,1996-01-24,7.86,8.05,2.42
600643,1996-12-20,24.79,25.51,2.9
600643,2004-04-21,6.76,6.9,2.07
600643,2008-02-05,17.62,17.97,1.99
600643,2010-07-07,7.51,7.89,5.06
600886,1997-09-29,30.5,31.2,2.3
600886,1998-06-02,21.0,20.68,-1.52
600886,1999-04-30,9.23,9.43,2.17
600886,2016-02-02,6.24,6.27,0.48
605228,2024-07-29,8.41,8.11,-3.57
605228,2024-07-30,8.34,8.27,-0.84
600603,1996-02-09,8.19,8.5,3.79
600603,2001-09-03,13.98,14.83,6.08
603399,2018-07-17,14.06,14.01,-0.36
603399,2018-08-21,13.08,13.57,3.75
603399,2018-08-22,13.07,13.61,4.13
603711,2022-05-12,11.28,11.45,1.51
002043,2020-10-28,9.35,8.91,-4.71
002043,2021-11-09,8.54,8.86,3.75
600642,2004-06-30,7.09,7.1,0.14
600185,2016-06-02,6.21,5.88,-5.31
600185,2023-03-30,8.44,8.88,5.21
600874,2001-11-23,9.5,9.64,1.47
600874,2018-06-25,9.11,9.17,0.66
600874,2018-06-26,9.21,9.49,3.04
600874,2018-08-24,8.14,8.13,-0.12
000625,2003-08-26,14.21,14.42,1.48
000625,2004-05-12,14.41,13.27,-7.91
000625,2004-05-13,14.33,12.96,-9.56
000625,2007-11-08,15.49,16.2,4.58
000625,2008-02-29,14.54,14.2,-2.34
000625,2011-07-14,5.29,5.09,-3.78
002539,2016-12-16,10.58,10.91,3.12
002539,2017-05-17,8.23,7.99,-2.92
002539,2017-11-24,6.29,6.26,-0.48
000301,2008-05-27,7.08,6.79,-4.1
002507,2014-07-16,22.66,21.48,-5.21
002507,2014-07-17,22.75,21.76,-4.35
002507,2016-06-21,11.4,11.68,2.46
002507,2020-11-19,37.8,38.07,0.71
002507,2023-07-11,17.94,17.92,-0.11
601898,2008-08-15,11.01,10.74,-2.45
000737,2017-11-29,5.14,5.02,-2.33
600671,1999-12-28,10.35,10.7,3.38
600671,2008-03-25,10.35,9.33,-9.86
600671,2012-08-07,8.73,8.72,-0.11
600671,2018-06-25,16.04,16.04,0.0
600671,2021-01-15,6.87,8.12,18.2
600595,2003-06-03,10.03,9.68,-3.49
600595,2003-06-04,10.1,9.83,-2.67
600595,2003-08-01,8.2,8.61,5.0
002009,2016-12-19,14.41,14.65,1.67
002009,2018-06-25,11.69,11.89,1.71
002009,2018-06-26,11.81,12.17,3.05
603768,2025-04-11,10.97,11.13,1.46
002330,2013-05-06,5.57,5.6,0.54
002187,2008-10-21,17.1,16.5,-3.51
002187,2012-06-11,9.53,9.78,2.62
002560,2021-05-13,5.64,5.56,-1.42
600469,2004-06-23,7.24,6.79,-6.22
600469,2010-01-29,13.28,13.03,-1.88
600469,2017-12-11,6.1,5.88,-3.61
000050,2004-06-04,11.04,10.1,-8.51
000050,2018-08-24,11.68,11.84,1.37
000050,2025-04-11,7.3,7.37,0.96
600522,2008-09-12,7.11,7.53,5.91
600522,2012-05-17,10.18,10.05,-1.28
600522,2012-06-19,9.26,8.48,-8.42
600522,2018-05-04,9.86,10.16,3.04
600522,2018-05-07,10.0,10.16,1.6
600522,2023-12-25,11.74,12.4,5.62
600236,2003-09-23,9.15,9.08,-0.77
600236,2008-08-15,5.36,5.16,-3.73
600236,2016-02-01,5.66,5.53,-2.3
600236,2016-02-02,5.72,5.7,-0.35
