代码,日期,3日收益,5日收益,10日收益,20日收益
600644,2008-08-15,-5.0,-5.0,-5.0,-5.0
000906,2017-04-26,1.7477203647416446,-1.5957446808510702,-5.0,-5.0
000906,2022-11-03,1.8823529411764721,5.411764705882363,5.88235294117647,5.88235294117647
002196,2008-10-31,9.596928982725528,26.679462571976963,21.305182341650678,21.305182341650678
002088,2018-10-31,3.638253638253653,1.9750519750519884,4.781704781704791,4.885654885654893
603739,2022-04-29,5.567300916138132,3.735024665257231,3.735024665257231,3.735024665257231
600179,2005-05-19,-5.0,-5.0,-5.0,-5.0
600179,2005-05-20,-5.0,-5.0,-5.0,-5.0
603901,2018-10-17,-5.0,-5.0,-5.0,-5.0
000683,2011-01-27,5.5483870967741895,6.064516129032267,11.870967741935482,18.838709677419367
002055,2017-01-20,0.3927344133529616,0.3927344133529616,0.3927344133529616,0.3927344133529616
000726,2001-05-30,2.8169014084507067,4.647887323943664,3.6619718309859253,5.985915492957757
603050,2018-08-09,0.9322033898305037,0.9322033898305037,0.9322033898305037,0.9322033898305037
600867,1998-08-20,0.7377049180327858,0.7377049180327858,0.7377049180327858,0.7377049180327858
002322,2014-05-05,0.49652432969214433,0.49652432969214433,0.49652432969214433,0.49652432969214433
600711,2010-07-06,3.817427385892108,4.39834024896265,6.307053941908712,8.38174273858921
600711,2013-07-02,3.0178326474622734,-5.0,-5.0,-5.0
600651,1997-08-07,-2.9562982005141443,-2.9562982005141443,-2.9562982005141443,-2.9562982005141443
600651,2018-10-19,6.47249190938512,6.47249190938512,6.47249190938512,6.47249190938512
600651,2019-07-11,0.6289308176100634,0.6289308176100634,0.6289308176100634,0.6289308176100634
002056,2008-08-15,-5.0,-5.0,-5.0,-5.0
002056,2011-12-19,-5.0,-5.0,-5.0,-5.0
002056,2011-12-20,-5.0,-5.0,-5.0,-5.0
002056,2018-06-26,3.5450516986706093,2.6587887740029634,12.259970457902511,11.669128508124079
002400,2016-01-14,-5.0,-5.0,-5.0,-5.0
002400,2017-07-24,3.1055900621117902,1.7080745341614818,0.46583850931676024,10.714285714285705
002111,2016-02-02,15.8366533864542,19.02390438247012,21.264940239043842,21.264940239043842
002803,2018-06-25,3.387096774193539,3.387096774193539,3.387096774193539,3.387096774193539
002543,2018-07-18,-5.0,-5.0,-5.0,-5.0
002159,2008-03-20,8.253012048192755,10.120481927710841,10.120481927710841,10.120481927710841
002159,2019-05-10,3.0477285796434797,3.0477285796434797,3.0477285796434797,3.0477285796434797
002159,2020-02-10,8.6913086913087,8.6913086913087,8.6913086913087,8.6913086913087
000510,2017-06-07,-3.646563814866757,-3.646563814866757,-3.646563814866757,-3.646563814866757
000409,2001-02-28,2.340597255851486,0.7263922518159794,10.008071025020179,10.008071025020179
000409,2003-04-11,0.14064697609001106,0.14064697609001106,0.14064697609001106,0.14064697609001106
000409,2017-12-28,12.835249042145595,16.28352490421457,16.28352490421457,16.28352490421457
002474,2018-10-17,-5.0,-5.0,-5.0,-5.0
000059,2010-07-06,3.547963206307484,3.8107752956636007,10.38107752956636,8.278580814717476
600714,2005-07-07,-5.0,-5.0,-5.0,-5.0
002737,2019-01-07,-2.5695931477516023,-2.5695931477516023,-2.5695931477516023,-2.5695931477516023
600212,2005-04-27,-2.517985611510786,-2.517985611510786,-2.517985611510786,-2.517985611510786
600212,2018-03-08,5.034965034965027,1.8181818181818168,-2.3776223776223766,-5.0
600476,2012-08-03,1.767304860088367,3.8291605301914546,1.6200294550810062,2.356406480117822
600476,2017-12-11,-1.4671361502347418,-1.4671361502347418,-1.4671361502347418,-1.4671361502347418
002131,2021-05-12,-0.423728813559313,-0.423728813559313,-0.423728813559313,-0.423728813559313
600578,2008-09-11,-1.1787819253438037,-1.1787819253438037,-1.1787819253438037,-1.1787819253438037
000600,2016-02-02,1.761006289308172,3.773584905660375,9.559748427672963,3.270440251572335
600658,2005-05-13,5.491329479768785,-1.445086705202307,-5.0,-5.0
600658,2005-07-07,-5.0,-5.0,-5.0,-5.0
600658,2005-07-21,6.172839506172836,7.818930041152261,7.818930041152261,7.818930041152261
600281,2010-07-06,2.8301886792452784,2.672955974842766,8.49056603773585,14.150943396226406
600281,2022-04-29,12.686567164179122,7.9601990049751326,7.9601990049751326,7.9601990049751326
603138,2020-12-30,2.480510276399727,-5.0,-5.0,-5.0
603138,2024-06-11,2.8388278388278434,5.769230769230776,-5.0,-5.0
601118,2014-05-06,-4.302925989672978,-4.302925989672978,-4.302925989672978,-4.302925989672978
688681,2022-05-05,3.137902559867884,3.6333608587943953,8.175061932287369,2.559867877786957
600829,2007-11-15,7.4014909478168285,4.3130990415335395,4.3130990415335395,4.3130990415335395
600829,2010-07-08,6.5693430656934195,6.5693430656934195,6.5693430656934195,6.5693430656934195
600829,2018-06-27,-2.222222222222224,-2.222222222222224,-2.222222222222224,-2.222222222222224
600829,2021-02-01,-5.0,-5.0,-5.0,-5.0
002033,2008-11-05,-5.0,-5.0,-5.0,-5.0
600795,2016-02-02,0.3448275862069045,0.3448275862069045,0.3448275862069045,0.3448275862069045
000758,2018-06-26,2.2727272727272645,1.5909090909090773,2.2727272727272645,4.090909090909084
002139,2011-12-28,3.005780346820807,-0.5780346820809331,5.89595375722543,5.89595375722543
000789,2001-08-10,-1.098901098901095,-1.098901098901095,-1.098901098901095,-1.098901098901095
600776,2018-06-26,3.4188034188034218,4.700854700854714,3.2051282051282133,5.5555555555555705
600776,2022-04-29,2.5149700598802496,3.592814371257494,3.592814371257494,3.592814371257494
000739,2000-05-17,7.347328244274805,5.916030534351138,5.916030534351138,5.916030534351138
000739,2005-07-07,-5.0,-5.0,-5.0,-5.0
603778,2018-06-26,0.1968503937007832,0.1968503937007832,0.1968503937007832,0.1968503937007832
603778,2020-02-07,4.02298850574713,1.4367816091953973,6.321839080459776,6.321839080459776
600730,2017-05-12,1.0169491525423713,-0.3389830508474504,-5.0,-5.0
600168,2008-04-23,15.23500810372772,18.476499189627223,12.80388978930308,12.80388978930308
600168,2010-07-06,4.297994269340971,1.4326647564469863,6.160458452722058,6.160458452722058
600168,2011-01-27,11.756935270805819,11.756935270805819,11.756935270805819,11.756935270805819
000566,2018-08-13,-5.0,-5.0,-5.0,-5.0
600375,2010-05-21,12.71129141311699,14.672075726842474,8.519269776876278,8.519269776876278
000708,2022-03-22,0.27188689505166236,0.27188689505166236,0.27188689505166236,0.27188689505166236
000626,1999-01-05,1.115241635687735,-2.973977695167276,-5.0,-5.0
000626,2017-05-31,0.4402515723270458,0.4402515723270458,0.4402515723270458,0.4402515723270458
000626,2017-11-22,-3.1128404669260727,-3.1128404669260727,-3.1128404669260727,-3.1128404669260727
000626,2022-10-12,3.8915094339622645,2.240566037735843,0.4716981132075371,10.49528301886791
000993,2010-05-14,-5.0,-5.0,-5.0,-5.0
000993,2011-08-12,-0.26109660574413135,-0.26109660574413135,-0.26109660574413135,-0.26109660574413135
000987,2003-11-13,0.19999999999999576,0.19999999999999576,0.19999999999999576,0.19999999999999576
000987,2013-07-01,0.0,0.0,0.0,0.0
600251,2010-05-19,-5.0,-5.0,-5.0,-5.0
600251,2010-07-06,9.39774983454667,4.831237590999341,4.831237590999341,4.831237590999341
000501,2004-10-27,-5.0,-5.0,-5.0,-5.0
000501,2016-02-02,3.405370006548786,5.566470203012452,6.221349050425666,6.221349050425666
000783,2005-07-20,12.804878048780498,18.90243902439025,13.414634146341475,13.414634146341475
000783,2010-05-13,-5.0,-5.0,-5.0,-5.0
000783,2018-06-26,1.8761726078799181,0.7504690431519707,0.9380863039399591,3.9399624765478416
000422,2016-02-02,0.6814310051107332,0.6814310051107332,0.6814310051107332,0.6814310051107332
000422,2018-06-26,2.985074626865675,2.48756218905474,1.9900497512437831,19.90049751243783
601615,2023-05-10,3.7808219178082263,3.28767123287672,1.9726027397260242,-5.0
601615,2024-02-07,5.136986301369875,9.931506849315081,12.328767123287673,12.328767123287673
600088,2004-06-16,10.426008968609862,8.96860986547086,8.96860986547086,8.96860986547086
600351,2010-07-07,3.814713896457769,0.40871934604904975,11.171662125340603,23.70572207084469
600039,2013-07-01,0.939849624060147,0.939849624060147,0.939849624060147,0.939849624060147
600039,2016-02-02,2.917771883289121,4.774535809018572,7.692307692307682,1.5
000030,1999-01-21,0.0,0.0,0.0,0.0
000030,2018-10-19,5.96590909090909,5.96590909090909,5.96590909090909,5.96590909090909
000755,2008-10-31,-5.0,-5.0,-5.0,-5.0
000755,2010-07-06,3.7821482602118,1.5128593040847147,6.202723146747341,6.65658093797276
000755,2013-07-03,-1.9830028328611853,-1.9830028328611853,-1.9830028328611853,-1.9830028328611853
600335,2017-05-31,2.312138728323684,9.055876685934484,6.454720616570326,6.454720616570326
600335,2018-02-12,2.2148394241417617,3.543743078626803,11.29568106312294,11.29568106312294
600125,2016-02-02,2.006172839506171,4.629629629629626,9.41358024691357,3.24074074074074
002123,2011-10-25,3.72372372372373,2.70270270270272,9.369369369369384,9.369369369369384
002123,2011-10-26,4.033214709371292,3.736654804270457,8.007117437722428,8.007117437722428
600784,1997-07-10,11.231884057971007,10.362318840579707,10.362318840579707,10.362318840579707
000035,2004-08-24,-1.369863013698628,-1.369863013698628,-1.369863013698628,-1.369863013698628
000035,2004-08-25,-5.0,-5.0,-5.0,-5.0
600282,2008-08-15,-5.0,-5.0,-5.0,-5.0
600282,2008-10-20,-2.0000000000000018,-2.0000000000000018,-2.0000000000000018,-2.0000000000000018
002040,2017-11-28,4.662004662004674,4.662004662004674,4.662004662004674,4.662004662004674
002085,2010-07-06,4.774897680763979,3.683492496589353,10.504774897680758,86.22100954979537
000729,2018-07-09,3.4428794992175376,5.633802816901413,13.77151799687011,9.546165884194059
601999,2022-04-29,-5.0,-5.0,-5.0,-5.0
600769,2008-04-08,-5.0,-5.0,-5.0,-5.0
600769,2018-06-27,2.3354564755838707,1.9108280254777041,-5.0,-5.0
000800,2008-08-28,0.493421052631583,0.493421052631583,0.493421052631583,0.493421052631583
000800,2018-06-26,2.888583218707027,0.5502063273727653,-5.0,-5.0
000567,1995-09-04,-2.9729729729729817,-2.9729729729729817,-2.9729729729729817,-2.9729729729729817
000567,2001-09-20,-2.1786492374727593,-2.1786492374727593,-2.1786492374727593,-2.1786492374727593
000567,2003-11-04,-5.0,-5.0,-5.0,-5.0
002383,2020-11-05,-0.12224938875305363,-0.12224938875305363,-0.12224938875305363,-0.12224938875305363
000597,2005-07-14,-5.0,-5.0,-5.0,-5.0
000597,2010-05-14,-5.0,-5.0,-5.0,-5.0
000678,2005-05-16,3.4129692832764382,2.3890784982935096,2.3890784982935096,2.3890784982935096
000678,2010-07-06,1.4492753623188384,1.1272141706924361,-5.0,-5.0
000678,2018-06-26,20.76271186440679,36.864406779661024,23.093220338983052,23.093220338983052
600061,2005-04-28,-5.0,-5.0,-5.0,-5.0
600061,2011-10-25,1.1421319796954297,1.0152284263959401,2.1573604060913807,5.32994923857869
600061,2018-06-26,0.9793253536452652,0.9793253536452652,0.9793253536452652,0.9793253536452652
002181,2017-05-31,0.5692599620493406,0.5692599620493406,0.5692599620493406,0.5692599620493406
600860,2012-08-07,0.0,0.0,0.0,0.0
600860,2014-04-08,-1.119402985074636,-1.119402985074636,-1.119402985074636,-1.119402985074636
002634,2021-02-09,6.87160940325497,6.87160940325497,6.87160940325497,6.87160940325497
002634,2024-06-13,-4.691358024691357,-4.691358024691357,-4.691358024691357,-4.691358024691357
600099,2001-07-10,-3.0583873957367778,-3.0583873957367778,-3.0583873957367778,-3.0583873957367778
600099,2002-01-24,-5.0,-5.0,-5.0,-5.0
600099,2010-05-21,6.467661691542307,6.467661691542307,6.467661691542307,6.467661691542307
002552,2021-02-10,12.974976830398521,10.750695088044488,10.750695088044488,10.750695088044488
600123,2013-06-28,-5.0,-5.0,-5.0,-5.0
002229,2022-04-29,-5.0,-5.0,-5.0,-5.0
600156,2002-11-27,0.6546644844517191,0.6546644844517191,0.6546644844517191,0.6546644844517191
600156,2011-12-20,-5.0,-5.0,-5.0,-5.0
603118,2021-02-09,8.700834326579244,6.912991656734207,6.912991656734207,6.912991656734207
601669,2012-08-06,1.1267605633802829,-1.6901408450704116,-5.0,-5.0
600707,2004-12-22,-3.9156626506024064,-3.9156626506024064,-3.9156626506024064,-3.9156626506024064
600707,2008-08-15,-5.0,-5.0,-5.0,-5.0
600707,2011-01-21,-5.0,-5.0,-5.0,-5.0
600707,2012-08-03,4.516129032258063,4.516129032258063,4.516129032258063,4.516129032258063
600707,2012-08-06,2.296450939457209,2.296450939457209,0.835073068893529,6.2630480167014575
000818,2006-03-20,6.2992125984252025,3.1496062992126013,2.362204724409451,6.692913385826768
000818,2013-07-01,0.0,0.0,0.0,0.0
000027,1994-07-13,-5.0,-5.0,-5.0,-5.0
000027,2016-02-02,4.573170731707328,6.707317073170738,9.146341463414643,9.146341463414643
600872,2024-07-17,-0.3565970453387687,-0.3565970453387687,-0.3565970453387687,-0.3565970453387687
600110,2008-08-29,-5.0,-5.0,-5.0,-5.0
600110,2010-07-06,5.892857142857145,2.85714285714286,8.750000000000005,11.607142857142865
600110,2011-01-27,4.315476190476191,10.41666666666667,12.499999999999998,12.499999999999998
600110,2018-06-26,-0.3809523809523728,-0.3809523809523728,-0.3809523809523728,-0.3809523809523728
002802,2023-05-19,0.0,0.0,0.0,0.0
002728,2018-10-18,1.1006289308176005,0.0,2.751572327044022,12.421383647798741
002459,2024-04-26,-0.966183574879231,-0.966183574879231,-0.966183574879231,-0.966183574879231
002459,2025-04-14,-5.0,-5.0,-5.0,-5.0
000096,2005-05-13,1.8867924528301845,0.8086253369272304,-5.0,-5.0
600755,1999-03-03,-0.72793448589627,-0.72793448589627,-0.72793448589627,-0.72793448589627
600755,2002-01-18,3.829321663019689,3.7199124726477004,-5.0,-5.0
600755,2004-06-14,0.0,0.0,0.0,0.0
000561,2011-10-26,2.3703703703703725,5.18518518518518,6.814814814814814,6.814814814814814
600188,2023-06-06,0.9660107334525924,0.9660107334525924,0.9660107334525924,0.9660107334525924
