Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-12-07,4.2981445530620235,4.798899404090286,4.259753533188221,4.333198070526123,112783623,0.0,0.0
2010-12-08,4.17963262105257,4.413318286507588,4.157933577067774,4.18046760559082,53777449,0.0,0.0
2010-12-09,4.090331433119681,4.131227002431547,3.856646582846815,3.863323211669922,43733448,0.0,0.0
2010-12-10,3.762336843668046,3.9209096058804125,3.761502265137791,3.908390522003174,20309536,0.0,0.0
2010-12-13,3.908390305599086,4.167948273371073,3.898374957867154,4.0920000076293945,26505597,0.0,0.0
2010-12-14,4.064458949744157,4.255580690574129,4.064458949744157,4.185474872589111,23671384,0.0,0.0
2010-12-15,4.172955878772957,4.349889381768162,4.105354606887152,4.181302070617676,28975303,0.0,0.0
2010-12-16,4.179632164766161,4.5802367568351405,4.146249023818572,4.4700703620910645,37190699,0.0,0.0
2010-12-17,4.45671743243599,4.66953821896611,4.406641499573298,4.606943607330322,31537879,0.0,0.0
2010-12-20,4.625305037255656,4.7237865343249625,4.422499586726698,4.590251922607422,28193901,0.0,0.0
2010-12-21,4.6319812796239095,4.7037562542804805,4.4725743375103075,4.593590259552002,20059309,0.0,0.0
2010-12-22,4.596928962295479,4.670372281963233,4.496777098921745,4.640327453613281,19903423,0.0,0.0
2010-12-23,4.606943124188463,4.615288909161951,4.44252872467041,4.44252872467041,18564030,0.0,0.0
2010-12-24,4.339874941543964,4.3807696993953105,4.130392056928795,4.184640884399414,20921842,0.0,0.0
2010-12-27,4.2305423675593286,4.29731027474217,4.056113016403356,4.075308322906494,14756544,0.0,0.0
2010-12-28,4.131226492893564,4.214685560659048,4.067797309126951,4.152090549468994,11502958,0.0,0.0
2010-12-29,4.172955680713393,4.21885871887207,4.115368948742904,4.21885871887207,12841953,0.0,0.0
2010-12-30,4.1904828403709535,4.23972378914535,4.15626390032897,4.198828220367432,9575678,0.0,0.0
2010-12-31,4.172955790394812,4.23888871554686,4.158768360552549,4.210512638092041,13304635,0.0,0.0
2011-01-04,4.2055050363088,4.252242242365369,4.089496599635411,4.233046531677246,13620794,0.0,0.0
2011-01-05,4.223032113443165,4.438356652966104,4.174625739798394,4.3799357414245605,18282765,0.0,0.0
2011-01-06,4.3632438508324425,4.402469048256116,4.3081604409351515,4.310664176940918,9801180,0.0,0.0
2011-01-07,4.298144493057701,4.3373709027948735,4.200497178722986,4.2013325691223145,8231451,0.0,0.0
2011-01-10,4.172956478802472,4.172956478802472,4.015219072592023,4.0302414894104,9032395,0.0,0.0
