Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-03-05,8.865803095997915,9.399472700573302,8.841701705823482,9.082714080810547,43413729,0.0,0.0
2010-03-08,8.814157594998267,8.914005231273554,8.542158150964784,8.666107177734375,18841460,0.0,0.0
2010-03-09,8.576589719350093,8.72463938879679,8.438867800640448,8.659221649169922,14111973,0.0,0.0
2010-03-10,8.604133007005364,8.645450116118846,8.45264050268989,8.462969779968262,8662414,0.0,0.0
2010-03-11,8.476743053695568,8.986311387398462,8.43542593893544,8.807273864746094,16448897,0.0,0.0
2010-03-12,8.648893673083052,8.941551718900921,8.607577323913574,8.607577323913574,11845069,0.0,0.0
2010-03-15,8.5490450986171,8.59036221040123,8.301147771563611,8.366564750671387,6062443,0.0,0.0
2010-03-16,8.366564972666035,8.456084111608984,8.15998322515782,8.356236457824707,5792276,0.0,0.0
2010-03-17,8.332134713762224,8.531830776336887,8.332134713762224,8.514615058898926,5847720,0.0,0.0
2010-03-18,8.507730407833817,8.507730407833817,8.335578556360586,8.37000846862793,5222676,0.0,0.0
2010-03-19,8.370007047841632,8.531830356192888,8.349349256663597,8.462969779968262,4657097,0.0,0.0
2010-03-22,8.504283934051896,8.504283934051896,8.352791455179192,8.4939546585083,4904133,0.0,0.0
2010-03-23,8.493956495636162,8.500842935280863,8.373450290573226,8.390666007995605,3293248,0.0,0.0
2010-03-24,8.400992999199024,8.71086590453727,8.383777286462403,8.597246170043945,8924620,0.0,0.0
2010-03-25,8.604131918286908,8.883018552620639,8.538714188306429,8.728081703186035,9785574,0.0,0.0
2010-03-26,8.676438151559376,8.772842969018116,8.60069112758097,8.693653106689453,5092932,0.0,0.0
2010-03-29,8.693652679514562,8.710868397177512,8.514615170174162,8.624792098999023,5145767,0.0,0.0
2010-03-30,8.628234213046206,9.08271396609618,8.538714328741154,8.944992065429688,11161217,0.0,0.0
2010-03-31,9.000081165060879,9.124029423607132,8.883018581598924,8.986309051513672,10149970,0.0,0.0
2010-04-01,9.055169706863161,9.289295639430973,8.996638414565863,9.089599609375,9913130,0.0,0.0
2010-04-02,9.08960054807052,9.093044149380225,8.886461659460654,8.965651512145996,5872396,0.0,0.0
2010-04-06,8.969092720690494,9.192890122987233,8.886460045085759,9.186003684997559,7196476,0.0,0.0
2010-04-07,9.161905430930828,9.347829380834677,9.075829132371542,9.26175308227539,8178564,0.0,0.0
2010-04-08,9.282409053263992,9.282409053263992,8.95187759399414,8.95187759399414,7034253,0.0,0.0
2010-04-09,8.969093234655473,9.05516951587684,8.89334699269985,9.000081062316895,4965570,0.0,0.0
2010-04-12,9.000082662907591,9.165348052978516,8.951879875780868,9.165348052978516,6266611,0.0,0.0
2010-04-13,9.210106410530766,9.282410584719983,8.435424391690907,8.642006874084473,9053695,0.0,0.0
2010-04-14,8.60069112758097,8.772842969018116,8.469856399862074,8.693653106689453,3207614,0.0,0.0
2010-04-15,8.703982418280894,8.710868858386437,8.35967949747361,8.435425758361816,4049190,0.0,0.0
2010-04-16,8.400992913950702,8.555928983358358,8.37000508936635,8.466410636901855,1927681,0.0,0.0
