Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-03-30,4.3967355334647005,5.692165885649257,4.3967355334647005,4.443509578704834,118680908,0.0,0.0
2000-03-31,4.270649384376833,4.408937089938561,4.191337150618837,4.258447170257568,22679576,0.0,0.0
2000-04-03,4.2462456671093465,4.248278911478129,4.073385759857709,4.114058494567871,14327986,0.0,0.0
2000-04-04,4.085588737911081,4.311322871880349,4.026612471137135,4.199472427368164,10151105,0.0,0.0
2000-04-05,4.168967757767449,4.246246758309354,4.12829501260521,4.2096405029296875,5096914,0.0,0.0
2000-04-06,4.209639734752723,4.270649233729866,4.138462051340515,4.22794246673584,5871911,0.0,0.0
2000-04-07,4.2096406813971985,4.303188391603125,4.189304700320761,4.254380702972412,5040971,0.0,0.0
2000-04-10,4.260481510540094,4.266582028933005,4.168967064411502,4.1771016120910645,4483902,0.0,0.0
2000-04-11,4.173034417990093,4.270649384376833,4.128294404897605,4.258447170257568,5543603,0.0,0.0
2000-04-12,4.268615907730245,4.276749670389532,4.1486309413199995,4.173034191131592,3325944,0.0,0.0
2000-04-13,4.162866164530495,4.266582040082707,4.150664342979266,4.175068378448486,3656349,0.0,0.0
2000-04-14,4.17506851276133,4.189303971695722,4.148631231883173,4.154731750488281,3447638,0.0,0.0
2000-04-17,4.144562908527911,4.144562908527911,4.042880682748705,4.046947956085205,5990546,0.0,0.0
2000-04-18,4.0469493104929395,4.0937229695166035,4.028646574353245,4.071352958679199,2610786,0.0,0.0
2000-04-19,4.0672843886116965,4.225908428367518,4.061183086730049,4.112024784088135,2797656,0.0,0.0
2000-04-20,4.11202592163477,4.166934122459221,4.0774536991192525,4.13032865524292,2450379,0.0,0.0
2000-04-21,4.130328124652037,4.175068134391228,4.087620966985695,4.091688632965088,1432966,0.0,0.0
2000-04-24,4.08762175396589,4.08762175396589,3.975771708083686,4.01237678527832,3504285,0.0,0.0
2000-04-25,4.006275754853832,4.2665820676984305,3.985938993103391,4.1913371086120605,7311408,0.0,0.0
2000-04-26,4.209639426220909,4.256413463560811,4.124226290859688,4.140495777130127,3506073,0.0,0.0
2000-04-27,4.138463100747195,4.164900386982173,4.0835548908745505,4.087622165679932,2799020,0.0,0.0
2000-04-28,4.067285152661815,4.246245983452465,4.067285152661815,4.22794246673584,7673098,0.0,0.0
