序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅,yf_code
13,688387,信科移动-U,11.11,15.49,1.49,2180344.0,2296644328.0,15.7,11.11,9.6,9.67,9.62,1.06,10.81,-172.63,6.24,37982312500.0,22406394692.0,0.54,1.37,68.84,86.41,688387.SS
27,688033,天宜新材,7.89,11.91,0.84,698065.0,529437127.0,17.02,8.19,6.99,7.02,7.05,2.47,12.42,-8.97,1.35,4435746922.0,4435746922.0,-0.25,-0.75,25.64,37.22,688033.SS
37,002228,合兴包装,6.55,10.08,0.6,138354.0,90621666.95,0.0,6.55,6.55,6.55,5.95,0.11,1.14,37.34,2.49,7947675870.0,7921057194.0,0.0,0.0,101.54,131.45,002228.SZ
38,002297,博云新材,12.39,10.04,1.13,237919.0,294326978.94,2.58,12.39,12.1,12.3,11.26,0.47,4.15,177.3,3.37,7100768707.0,7100768707.0,0.0,0.0,49.46,80.09,002297.SZ
39,002763,汇洁股份,7.89,10.04,0.72,105020.0,82861095.6,0.0,7.89,7.89,7.89,7.17,2.57,3.46,19.88,1.73,3234300360.0,2395397688.0,0.0,0.0,14.02,27.46,002763.SZ
40,600376,首开股份,5.92,10.04,0.54,3131315.0,1818303745.0,7.43,5.92,5.52,5.58,5.38,2.56,12.14,-3.69,2.34,15271026233.0,15271026233.0,0.0,0.0,-16.62,125.1,600376.SS
41,002800,天顺股份,16.34,10.03,1.49,114878.0,183869745.66,8.15,16.34,15.13,15.66,14.85,1.4,8.2,-147.22,4.96,2487815115.0,2288926808.0,0.0,0.0,14.99,58.79,002800.SZ
42,000551,创元科技,16.68,10.03,1.52,1322426.0,2166040578.27,10.03,16.68,15.16,15.18,15.16,4.25,27.38,27.75,2.87,8085347207.0,8056145681.0,0.0,0.0,41.48,68.83,000551.SZ
43,002115,三维通信,12.4,10.03,1.13,1425193.0,1699883642.1,10.47,12.4,11.22,11.26,11.27,0.84,18.95,2625.45,4.85,10056292517.0,9327224597.0,0.0,0.0,10.42,86.47,002115.SZ
44,002446,盛路通信,10.75,10.03,0.98,1169043.0,1220896695.17,9.62,10.75,9.81,9.83,9.77,1.07,13.79,87.79,3.87,9840719033.0,9113605932.0,0.0,0.0,24.57,64.12,002446.SZ
45,002363,隆基机械,10.31,10.03,0.94,43718.0,45072948.7,0.0,10.31,10.31,10.31,9.37,0.22,1.05,77.75,2.02,4298190553.0,4286466702.0,0.0,0.0,30.51,58.37,002363.SZ
46,002347,泰尔股份,8.45,10.03,0.77,646475.0,534762045.4,9.51,8.45,7.72,7.8,7.68,1.78,13.1,-59.57,3.73,4264734232.0,4169085513.0,0.0,0.0,-5.16,25.74,002347.SZ
47,603278,大业股份,11.64,10.02,1.06,644984.0,720905198.0,11.81,11.64,10.39,10.68,10.58,3.61,18.87,127.64,1.98,3978079323.0,3978079323.0,0.0,0.0,7.08,53.36,603278.SS
49,600279,重庆港,5.82,10.02,0.53,273227.0,158954700.0,1.51,5.82,5.74,5.82,5.29,3.22,2.3,107.54,1.03,6907561767.0,6907561767.0,0.0,0.0,8.99,21.5,600279.SS
51,603809,豪能股份,14.05,10.02,1.28,959410.0,1317301913.0,9.4,14.05,12.85,12.87,12.77,3.85,10.43,36.52,3.54,12930057738.0,12930057738.0,0.0,0.0,-15.26,59.84,603809.SS
52,002361,神剑股份,11.97,10.02,1.09,782468.0,934260609.21,2.48,11.97,11.7,11.97,10.88,0.34,9.67,281.59,5.14,11383888579.0,9685202118.0,0.0,0.0,88.8,121.67,002361.SZ
54,600824,益民集团,5.16,10.02,0.47,596925.0,302319050.0,10.02,5.16,4.69,4.75,4.69,0.55,5.66,212.29,2.25,5438779697.0,5438779697.0,0.0,0.0,20.0,15.96,600824.SS
55,600966,博汇纸业,6.81,10.02,0.62,421285.0,277824700.0,9.21,6.81,6.24,6.26,6.19,2.63,3.15,56.21,1.23,9103909601.0,9103909601.0,0.0,0.0,39.26,32.75,600966.SS
56,002969,嘉美包装,8.9,10.01,0.81,20636.0,18365692.9,0.0,8.9,8.9,8.9,8.09,0.72,0.22,162.86,3.67,8503522319.0,8448949762.0,0.0,0.0,157.23,188.96,002969.SZ
57,603305,旭升集团,15.38,10.01,1.4,1039835.0,1547059227.0,10.73,15.38,13.88,14.0,13.98,1.49,9.0,44.46,1.96,17774797591.0,17774797591.0,0.0,0.0,-16.64,20.44,603305.SS
58,002951,金时科技,16.82,10.01,1.53,237683.0,377458722.65,13.73,16.82,14.72,15.0,15.29,3.22,5.93,-148.19,4.06,6812100000.0,6746912829.0,0.0,0.0,9.58,171.73,002951.SZ
63,002197,证通电子,11.1,10.01,1.01,544855.0,585436231.51,11.0,11.1,9.99,10.08,10.09,2.47,10.2,-77.54,3.29,6819428501.0,5927400133.0,0.0,0.0,19.61,174.75,002197.SZ
64,002201,九鼎新材,11.32,10.01,1.03,65194.0,73800038.16,0.0,11.32,11.32,11.32,10.29,0.31,1.08,73.25,6.34,7376522248.0,6814905114.0,0.0,0.0,46.06,118.53,002201.SZ
65,001300,三柏硕,16.92,10.01,1.54,78928.0,131133691.2,9.88,16.92,15.4,15.48,15.38,3.39,3.24,-672.48,3.98,4124688465.0,4124688465.0,0.0,0.0,18.99,47.13,001300.SZ
70,002560,通达股份,10.67,10.0,0.97,387349.0,400739871.78,10.72,10.67,9.63,9.63,9.7,1.55,8.55,31.88,2.09,5609630542.0,4832827141.0,0.0,0.0,45.77,56.45,002560.SZ
71,002082,万邦德,13.42,10.0,1.22,221499.0,285633152.52,11.56,13.42,12.01,12.12,12.2,2.46,4.0,1378.01,3.07,8208867118.0,7424654213.0,0.0,0.0,19.29,108.71,002082.SZ
72,002009,天奇股份,17.6,10.0,1.6,243935.0,429325899.2,0.0,17.6,17.6,17.6,16.0,2.79,6.89,79.01,3.54,7079304443.0,6232557214.0,0.0,0.0,1.79,15.64,002009.SZ
79,003003,天元股份,15.4,10.0,1.4,384416.0,583288901.18,10.0,15.4,14.0,14.01,14.0,5.39,32.63,41.11,2.11,2721488000.0,1814063405.0,0.0,0.0,29.09,63.66,003003.SZ
80,605007,五洲特纸,14.19,10.0,1.29,222233.0,313207872.0,4.96,14.19,13.55,13.8,12.9,5.66,5.53,27.98,1.96,6750574460.0,5698003496.0,0.0,0.0,21.28,13.16,605007.SS
83,600577,精达股份,12.21,10.0,1.11,2068616.0,2477114799.0,9.82,12.21,11.12,11.2,11.1,2.45,9.63,43.65,4.34,26241519961.0,26241519961.0,0.0,0.0,20.89,69.35,600577.SS
86,002196,方正电机,13.64,10.0,1.24,1318475.0,1758323155.2,9.92,13.64,12.41,12.41,12.4,3.5,27.0,368.73,4.78,6763693125.0,6660212951.0,0.0,0.0,36.95,154.48,002196.SZ
89,600879,航天电子,18.61,9.99,1.69,6423583.0,11587583731.0,11.82,18.61,16.61,16.71,16.92,1.15,19.47,220.18,2.96,61399960606.0,61399960606.0,0.0,0.0,70.73,108.87,600879.SS
92,002264,新 华 都,10.35,9.99,0.94,579253.0,586486293.15,9.99,10.35,9.41,9.49,9.41,0.71,8.85,31.4,3.73,7450046955.0,6777002084.0,0.0,0.0,41.78,70.23,002264.SZ
93,000859,国风新材,11.56,9.99,1.05,2326526.0,2556126053.37,10.28,11.56,10.48,10.67,10.51,1.23,25.97,-118.41,3.8,10357485693.0,10356896133.0,0.0,0.0,67.29,128.46,000859.SZ
94,600755,厦门国贸,7.93,9.99,0.72,3850877.0,2970681724.0,7.91,7.93,7.36,7.73,7.21,3.71,18.06,22.03,0.86,16951335299.0,16908016802.0,0.0,0.0,28.73,25.67,600755.SS
95,603095,越剑智能,15.96,9.99,1.45,112849.0,176172246.0,10.27,15.96,14.47,14.47,14.51,4.18,4.37,38.28,1.78,4121976432.0,4121976432.0,0.0,0.0,3.3,7.26,603095.SS
96,002583,海能达,11.89,9.99,1.08,1337382.0,1548421316.34,10.27,11.89,10.78,10.79,10.81,8.17,10.43,87.14,8.46,21623384440.0,15251553273.0,0.0,0.0,0.93,-16.33,002583.SZ
98,600783,鲁信创投,19.18,9.98,1.74,510083.0,951793717.0,7.57,19.18,17.86,19.17,17.44,1.81,6.85,33.36,3.01,14276811259.0,14276811259.0,0.0,0.0,48.45,52.22,600783.SS
100,000559,万向钱潮,13.44,9.98,1.22,1501199.0,1974540215.44,8.59,13.44,12.39,12.4,12.22,1.71,4.53,43.22,4.74,44558417487.0,44547474236.0,0.0,0.0,20.97,125.13,000559.SZ
101,600179,安通控股,5.95,9.98,0.54,1661994.0,968402967.0,8.32,5.95,5.5,5.9,5.41,1.32,4.3,28.44,2.2,25177585525.0,22980557045.0,0.0,0.0,58.67,110.25,600179.SS
102,002202,金风科技,19.17,9.98,1.74,2665276.0,4982980388.87,9.24,19.17,17.56,17.69,17.43,1.77,7.95,23.51,2.11,80994546793.0,64266926695.0,0.0,0.0,42.95,88.13,002202.SZ
103,002346,柘中股份,19.62,9.98,1.78,103538.0,195382555.75,9.75,19.62,17.88,17.9,17.84,2.53,2.63,18.45,3.0,8663709662.0,7717037049.0,0.0,0.0,17.49,108.95,002346.SZ
104,000593,德龙汇能,11.35,9.98,1.03,277962.0,306114898.92,10.17,11.35,10.3,10.33,10.32,2.02,7.75,123.21,4.66,4070461952.0,4068783968.0,0.0,0.0,68.65,108.26,000593.SZ
105,603601,再升科技,12.13,9.97,1.1,842612.0,1021107010.0,1.36,12.13,11.98,12.13,11.03,0.27,8.18,115.34,5.21,12495875455.0,12495875455.0,0.0,0.0,129.73,264.26,603601.SS
106,603028,赛福天,8.73,9.95,0.79,203401.0,171040642.0,9.82,8.73,7.95,8.0,7.94,0.91,7.16,1322.53,4.89,2505859200.0,2480978700.0,0.0,0.0,11.49,44.06,603028.SS
109,002682,龙洲股份,9.09,9.92,0.82,1888896.0,1643769577.06,11.73,9.1,8.13,8.27,8.27,1.11,33.59,-40.09,4.75,5111930519.0,5111854163.0,0.0,0.0,102.9,114.89,002682.SZ
142,000700,模塑科技,11.25,7.45,0.78,908415.0,1010517023.4,10.32,11.49,10.41,10.47,10.47,2.01,9.9,20.65,2.57,10327673126.0,10327673126.0,0.0,-0.09,-1.75,65.44,000700.SZ
146,002031,巨轮智能,7.91,7.33,0.54,3066057.0,2437177688.65,9.77,8.11,7.39,7.4,7.37,3.99,15.81,-145.82,8.19,17397219750.0,15335540905.0,0.0,0.0,-6.61,59.15,002031.SZ
155,600586,金晶科技,6.2,6.9,0.4,809541.0,494250480.0,9.66,6.3,5.74,5.8,5.8,1.91,5.71,-24.44,1.6,8787493740.0,8787493740.0,-0.16,0.0,19.69,10.52,600586.SS
167,603703,盛洋科技,14.33,6.7,0.9,810681.0,1152069360.0,9.98,14.77,13.43,13.43,13.43,1.26,19.54,625.11,7.19,5946693780.0,5946693780.0,-0.07,-0.14,26.7,30.15,603703.SS
173,600721,百花医药,11.56,6.54,0.71,396416.0,449028540.0,8.2,11.64,10.75,10.76,10.85,1.34,10.31,102.04,5.6,4445370661.0,4445370661.0,0.0,0.35,25.24,75.42,600721.SS
184,600416,湘电股份,14.39,6.28,0.85,427019.0,603306574.0,6.87,14.47,13.54,13.6,13.54,2.07,3.22,79.41,2.2,21236508506.0,19072598744.0,-0.07,0.42,-9.27,27.46,600416.SS
187,600860,京城股份,12.61,6.23,0.74,216902.0,269729627.0,6.49,12.77,12.0,12.0,11.87,1.88,4.88,-187.53,8.94,6903798309.0,5599354337.0,0.0,0.0,-1.79,25.1,600860.SS
190,688306,均普智能,11.74,6.15,0.68,327166.0,375054932.0,8.14,11.9,11.0,11.09,11.06,3.01,2.66,-199.03,7.97,14420040072.0,14420040072.0,-0.09,-0.09,-13.68,51.48,688306.SS
191,603778,国晟科技,15.89,6.15,0.92,977388.0,1528393318.0,7.41,15.91,14.8,14.97,14.97,1.16,15.2,-51.81,14.34,10434043287.0,10214999986.0,-0.06,-0.13,364.62,424.42,603778.SS
195,603587,地素时尚,13.77,6.09,0.79,138287.0,188991377.0,8.17,14.0,12.94,12.97,12.98,5.05,2.92,20.75,1.81,6528257677.0,6528257677.0,0.0,-0.15,9.46,13.71,603587.SS
197,002611,东方精工,18.9,6.06,1.08,1266405.0,2365296592.07,9.93,19.56,17.79,17.82,17.82,3.43,12.64,33.81,4.22,23006711826.0,18941536662.0,0.0,0.05,-2.02,96.47,002611.SZ
199,002565,顺灏股份,15.56,5.99,0.88,3804121.0,5852656264.87,12.87,16.15,14.26,14.53,14.68,1.47,35.89,183.75,8.84,16493427626.0,16492727426.0,-0.13,-0.77,112.86,418.67,002565.SZ
210,600855,航天长峰,19.49,5.87,1.08,550608.0,1065069331.0,10.37,20.03,18.12,18.12,18.41,1.16,11.77,-88.59,5.96,9131897769.0,9114298299.0,0.0,0.0,39.71,51.32,600855.SS
212,600399,抚顺特钢,5.81,5.83,0.32,1582780.0,913580924.0,9.84,6.02,5.48,5.5,5.49,2.72,8.03,-15.64,1.99,11457901000.0,11457901000.0,0.17,-0.17,10.67,0.52,600399.SS
216,002631,德尔未来,6.22,5.78,0.34,673762.0,413520162.41,8.16,6.34,5.86,5.89,5.88,2.48,8.49,-52.46,2.27,4959099520.0,4936020029.0,0.0,0.0,25.66,40.41,002631.SZ
217,603098,森特股份,14.29,5.77,0.78,223119.0,323700600.0,7.03,14.86,13.91,13.93,13.51,4.66,4.14,60.08,2.73,7712312686.0,7699451686.0,0.0,0.14,-2.32,49.63,603098.SS
219,605500,森林包装,9.78,5.73,0.53,273317.0,264235049.0,9.51,10.1,9.22,9.22,9.25,4.68,6.6,100.59,1.59,4052832000.0,4052832000.0,-0.1,-0.1,4.49,43.61,605500.SS
220,002593,日上集团,6.46,5.73,0.35,1176563.0,762039782.52,9.33,6.72,6.15,6.18,6.11,2.96,21.05,49.83,2.15,5192922867.0,3610165302.0,0.16,0.31,24.23,28.69,002593.SZ
229,001376,百通能源,16.53,5.62,0.88,297197.0,488787164.4,8.95,16.86,15.46,15.46,15.65,1.14,13.9,43.17,6.51,7618677000.0,3533333999.0,0.06,0.24,26.86,14.24,001376.SZ
230,002949,华阳国际,15.5,5.59,0.82,124462.0,190848353.64,6.74,15.6,14.61,14.66,14.68,2.72,8.19,32.28,2.11,3038679892.0,2354175480.0,-0.58,-0.26,-6.0,-11.28,002949.SZ
233,002215,诺 普 信,11.04,5.54,0.58,253098.0,274380903.48,6.31,11.1,10.44,10.46,10.46,2.12,3.22,14.46,2.68,11097312062.0,8673487923.0,0.0,0.18,-15.53,1.47,002215.SZ
240,603225,新凤鸣,19.29,5.47,1.0,154801.0,293083835.0,5.52,19.3,18.29,18.5,18.29,1.12,1.02,25.39,1.68,29408678353.0,29236069504.0,0.21,0.31,25.18,76.81,603225.SS
245,688022,瀚川智能,15.49,5.37,0.79,74276.0,113817470.0,6.87,15.68,14.67,14.7,14.7,2.75,4.22,47.01,3.93,2724355239.0,2724355239.0,0.06,0.13,-2.02,41.33,688022.SS
246,000036,华联控股,7.1,5.34,0.36,3345733.0,2341581759.41,11.28,7.35,6.59,6.88,6.74,3.28,23.88,209.49,1.96,9967112948.0,9948171979.0,-0.56,0.14,41.72,74.02,000036.SZ
255,001210,金房能源,17.88,5.18,0.88,34638.0,61040345.13,5.94,17.92,16.91,16.96,17.0,2.77,3.63,23.42,2.16,2803810647.0,1703946871.0,0.0,-0.06,5.92,57.39,001210.SZ
259,002413,雷科防务,9.41,5.14,0.46,3615477.0,3379403071.5,6.48,9.54,8.96,8.96,8.95,1.22,27.96,-102.57,3.7,12392872399.0,12167877154.0,0.0,0.11,74.91,115.83,002413.SZ
262,603359,东珠生态,8.64,5.11,0.42,308760.0,262952348.0,8.15,8.85,8.18,8.2,8.22,1.61,6.92,-95.59,1.46,3854269440.0,3854269440.0,-0.12,-0.12,-4.95,56.24,603359.SS
264,605377,华旺科技,8.84,5.11,0.43,340814.0,297831341.0,7.02,8.98,8.39,8.45,8.41,2.1,6.12,17.88,1.28,4920965169.0,4920965169.0,-0.11,-0.23,0.23,-15.97,605377.SS
265,603085,天成自控,11.34,5.1,0.55,237240.0,265992663.0,6.49,11.48,10.78,10.85,10.79,2.51,5.97,67.11,5.05,4503114000.0,4503114000.0,0.0,-0.26,1.98,4.52,603085.SS
269,600058,五矿发展,10.39,5.06,0.5,346121.0,353513023.0,7.89,10.59,9.81,9.9,9.89,1.4,3.23,73.27,2.23,11137152287.0,11137152287.0,0.0,0.1,17.27,45.93,600058.SS
270,600765,中航重机,18.48,5.06,0.89,884500.0,1621175536.0,7.73,18.88,17.52,17.55,17.59,1.04,5.7,35.19,2.03,28894369867.0,28690091947.0,-0.05,0.05,16.23,-9.19,600765.SS
278,920021,流金科技,6.91,5.02,0.33,216501.0,147843133.35,6.99,7.0,6.54,6.54,6.58,3.37,9.3,-131.04,3.42,2135189883.0,1608942601.0,0.14,0.14,-0.14,28.92,920021.SZ
286,002067,景兴纸业,5.68,4.99,0.27,1956860.0,1102323434.63,8.5,5.85,5.39,5.41,5.41,2.27,14.63,153.76,1.26,8377169885.0,7597589885.0,0.0,0.0,-6.12,43.43,002067.SZ
293,605055,迎丰股份,9.8,4.93,0.46,197243.0,192985384.0,10.71,10.2,9.2,9.34,9.34,1.82,4.48,-75.78,4.13,4312000000.0,4312000000.0,0.1,0.72,-6.76,101.65,605055.SS
298,002026,山东威达,15.04,4.88,0.7,286358.0,424767717.04,6.62,15.14,14.19,14.3,14.34,1.68,6.77,21.63,1.75,6625600363.0,6361825985.0,-0.07,-0.13,11.32,54.89,002026.SZ
299,600106,重庆路桥,6.5,4.84,0.3,381918.0,245513326.0,2.42,6.5,6.35,6.35,6.2,3.75,2.87,32.64,1.67,8638662903.0,8638662903.0,0.0,0.0,0.46,17.12,600106.SS
306,002651,利君股份,11.86,4.77,0.54,419191.0,492914618.42,6.54,11.98,11.24,11.29,11.32,1.79,7.41,105.46,4.37,12256835600.0,6706398782.0,0.0,0.0,5.24,63.14,002651.SZ
309,600678,四川金顶,13.52,4.73,0.61,763384.0,1015501046.0,5.81,13.58,12.83,13.06,12.91,0.87,21.87,110.38,16.73,4718344800.0,4718344800.0,0.0,-0.07,43.37,106.73,600678.SS
310,000967,盈峰环境,7.3,4.73,0.33,512811.0,369920785.66,5.74,7.35,6.95,6.99,6.97,3.28,1.62,36.79,1.35,23118690492.0,23107684282.0,0.0,0.0,3.99,52.72,000967.SZ
311,002235,安妮股份,11.54,4.72,0.52,1437488.0,1659454923.96,7.71,11.96,11.11,11.24,11.02,1.16,25.97,-3616.33,8.9,6688264157.0,6388293605.0,0.0,-0.09,58.08,120.23,002235.SZ
314,600135,乐凯胶片,9.35,4.7,0.42,391073.0,361776788.0,7.95,9.54,8.83,8.88,8.93,1.25,7.07,-44.92,2.17,5173421376.0,5173421376.0,0.11,0.0,29.86,41.88,600135.SS
320,000048,京基智农,14.86,4.65,0.66,184107.0,270094281.76,4.93,14.89,14.19,14.19,14.2,1.62,3.5,19.84,1.87,7879994235.0,7821702913.0,-0.07,0.13,-12.02,-14.05,000048.SZ
342,000532,华金资本,16.76,4.49,0.72,514543.0,876166501.64,6.3,17.62,16.61,17.0,16.04,2.1,14.98,41.85,3.68,5777311778.0,5757893743.0,0.0,-0.18,11.88,27.55,000532.SZ
349,688007,光峰科技,18.35,4.44,0.78,106293.0,192269753.0,5.52,18.48,17.51,17.63,17.57,2.05,2.31,-46.65,3.27,8433946902.0,8433946902.0,-0.05,-0.16,-12.45,24.24,688007.SS
352,603990,麦迪科技,16.28,4.43,0.69,252468.0,404757020.0,6.03,16.36,15.42,15.98,15.59,2.14,8.24,109.13,5.98,4986282861.0,4986282861.0,0.12,0.0,11.13,58.37,603990.SS
353,600776,东方通信,15.83,4.42,0.67,606612.0,955004751.0,6.93,16.1,15.05,15.13,15.16,0.98,6.35,40.93,5.26,19882481013.0,15133481013.0,0.06,0.25,18.49,42.23,600776.SS
357,600510,黑牡丹,9.0,4.41,0.38,125172.0,111861673.0,5.8,9.12,8.62,8.65,8.62,1.97,1.21,109.2,0.89,9288229113.0,9288229113.0,-0.11,-0.22,14.94,90.27,600510.SS
360,002249,大洋电机,10.74,4.37,0.45,1330839.0,1411778257.11,5.25,10.79,10.25,10.3,10.29,1.86,7.27,23.29,2.68,26231612087.0,19651559603.0,0.0,0.0,-5.87,90.43,002249.SZ
361,000995,皇台酒业,13.15,4.37,0.55,199937.0,261031302.53,8.49,13.58,12.51,12.65,12.6,1.89,11.27,-245.19,15.82,2332915200.0,2332915200.0,-0.38,0.23,-6.87,-20.3,000995.SZ
363,003016,欣贺股份,10.78,4.36,0.45,801672.0,894562376.38,7.94,11.36,10.54,11.15,10.33,3.87,19.51,327.65,1.69,4533222977.0,4429317037.0,-0.09,-0.74,37.5,24.62,003016.SZ
368,002492,恒基达鑫,7.99,4.31,0.33,181986.0,146497880.88,9.4,8.39,7.67,7.7,7.66,1.45,4.57,45.96,1.87,3235950000.0,3178699453.0,0.0,-0.13,5.97,66.81,002492.SZ
370,000582,北部湾港,10.17,4.31,0.42,1172637.0,1205380420.31,7.08,10.65,9.96,10.56,9.75,2.97,5.84,22.92,1.28,24099407866.0,20435681252.0,-0.29,-0.39,19.09,31.23,000582.SZ
373,600638,新黄浦,6.08,4.29,0.25,208965.0,125496111.0,6.0,6.18,5.83,5.86,5.83,1.51,3.1,22.44,0.89,4094252459.0,4094252459.0,0.16,0.16,7.04,20.16,600638.SS
376,002519,银河电子,6.11,4.27,0.25,1387712.0,839950662.72,6.14,6.19,5.83,5.83,5.86,0.89,12.4,-128.54,3.0,6882492787.0,6835779167.0,0.0,0.16,29.18,2.86,002519.SZ
378,000850,华茂股份,5.37,4.27,0.22,599631.0,322140230.03,6.8,5.5,5.15,5.15,5.15,1.82,6.36,22.15,1.11,5067481098.0,5066041240.0,-0.37,-0.19,24.59,33.25,000850.SZ
380,002453,华软科技,6.61,4.26,0.27,356040.0,233179927.64,6.94,6.73,6.29,6.32,6.34,1.81,5.81,-32.33,5.86,5369746703.0,4050364329.0,-0.15,0.0,-25.48,30.89,002453.SZ
382,002476,宝莫股份,6.38,4.25,0.26,297833.0,189271814.35,4.74,6.43,6.14,6.18,6.12,1.8,4.87,77.33,4.07,3904560000.0,3904096334.0,-0.16,-0.16,10.19,51.54,002476.SZ
384,688586,江航装备,13.02,4.24,0.53,293980.0,380811370.0,6.57,13.23,12.41,12.48,12.49,1.71,3.71,182.28,4.18,10303235811.0,10303235811.0,0.0,0.0,19.34,37.34,688586.SS
390,688556,高测股份,11.94,4.19,0.48,353996.0,414520360.0,6.28,12.03,11.31,11.42,11.46,1.36,4.26,-91.13,2.54,9919440772.0,9919440772.0,0.17,0.17,10.97,51.91,688556.SS
392,002511,中顺洁柔,8.22,4.18,0.33,308269.0,250617203.47,5.2,8.29,7.88,7.89,7.89,1.68,2.44,34.45,1.93,10574025623.0,10401102420.0,-0.12,0.0,-0.84,21.78,002511.SZ
394,000948,南天信息,17.56,4.15,0.7,141387.0,249687226.69,5.34,18.08,17.18,17.24,16.86,3.91,3.63,-471.1,2.55,6846446871.0,6833092790.0,0.06,-0.11,-4.93,5.53,000948.SZ
396,600215,派斯林,7.03,4.15,0.28,105136.0,72772819.0,5.04,7.06,6.72,6.74,6.75,2.01,2.3,-28.47,1.58,3211886646.0,3211886646.0,0.57,0.57,-0.99,2.93,600215.SS
398,002245,蔚蓝锂芯,18.38,4.14,0.73,1223987.0,2202835817.83,8.27,18.76,17.3,17.64,17.65,2.55,11.28,31.0,2.86,21207037670.0,19945320882.0,0.05,0.0,-14.31,72.91,002245.SZ
405,600579,中化装备,8.42,4.08,0.33,86360.0,71584151.0,4.33,8.42,8.07,8.08,8.09,1.46,1.75,-115.56,2.53,4156118391.0,4156118391.0,0.12,0.12,-0.82,-30.98,600579.SS
407,002171,楚江新材,13.0,4.08,0.51,1443966.0,1859957571.93,5.12,13.07,12.43,12.5,12.49,2.0,8.95,44.55,2.43,21098192336.0,20978639110.0,0.0,0.0,36.41,58.54,002171.SZ
417,603022,新通联,10.62,4.02,0.41,128687.0,134916918.0,5.19,10.69,10.16,10.16,10.21,0.65,6.43,43.54,2.59,2124000000.0,2124000000.0,0.09,0.28,6.52,47.09,603022.SS
419,002907,华森制药,15.57,4.01,0.6,62123.0,96153771.7,6.48,15.9,14.93,15.03,14.97,3.88,2.07,67.3,3.85,6501974609.0,4669668921.0,-0.06,0.0,-5.81,20.51,002907.SZ
421,600271,航天信息,10.41,4.0,0.4,1383962.0,1440472143.0,6.09,10.66,10.05,10.05,10.01,1.06,7.47,-31.61,1.43,19288529082.0,19288529082.0,0.0,0.19,24.52,14.27,600271.SS
425,603915,国茂股份,17.77,3.98,0.68,130826.0,228418242.0,4.04,17.78,17.09,17.33,17.09,1.98,1.99,47.21,3.16,11668359170.0,11668359170.0,0.0,0.0,2.54,54.79,603915.SS
428,605001,威奥股份,7.59,3.97,0.29,80376.0,60175786.0,5.48,7.67,7.27,7.32,7.3,1.99,2.05,35.62,1.11,2982004740.0,2982004740.0,0.0,0.0,1.61,20.09,605001.SS
429,000703,恒逸石化,9.71,3.96,0.37,758487.0,722887243.68,7.39,9.8,9.11,9.2,9.34,1.45,2.12,113.53,1.5,34981421887.0,34796452213.0,-0.31,0.0,50.54,55.86,000703.SZ
433,002406,远东传动,7.93,3.93,0.3,289693.0,227215493.03,4.72,7.97,7.61,7.63,7.63,2.61,4.81,45.55,1.44,5790684900.0,4775548281.0,0.0,0.13,-0.25,25.87,002406.SZ
434,920892,广咨国际,16.4,3.93,0.62,30187.0,49333849.96,10.58,17.27,15.6,15.8,15.78,3.49,2.04,37.0,7.19,2793762189.0,2431867555.0,-0.06,-0.3,-4.76,73.91,920892.SZ
443,600960,渤海汽车,5.6,3.9,0.21,544149.0,303818633.0,9.46,5.81,5.3,5.36,5.39,0.98,5.72,19.0,1.44,5322886901.0,5322886901.0,0.0,0.36,19.66,68.17,600960.SS
444,920510,丰光精密,17.87,3.9,0.67,39449.0,69955710.73,5.64,18.08,17.11,17.19,17.2,2.51,4.2,-280.99,8.21,3291902911.0,1677976524.0,0.22,0.28,-15.11,8.24,920510.SZ
450,603017,中衡设计,10.74,3.87,0.4,137066.0,145307744.0,4.93,10.78,10.27,10.27,10.34,1.5,4.96,39.54,2.0,2966283747.0,2966283747.0,0.19,0.19,8.16,37.16,603017.SS
454,688722,同益中,19.62,3.86,0.73,156843.0,305949677.0,6.3,19.9,18.71,18.71,18.89,1.65,7.0,35.54,3.12,4407960654.0,4396944024.0,0.05,0.0,-0.05,54.73,688722.SS
456,603182,嘉华股份,16.5,3.84,0.61,36209.0,59451486.0,4.97,16.69,15.9,15.92,15.89,2.09,2.2,24.78,2.48,2715075000.0,2715075000.0,0.0,-0.12,18.45,48.51,603182.SS
460,002520,日发精机,6.25,3.82,0.23,477469.0,295636719.73,4.65,6.3,6.02,6.02,6.02,2.31,6.66,-13.19,18.24,4689032319.0,4484001069.0,0.0,0.0,-5.45,8.7,002520.SZ
465,000830,鲁西化工,16.67,3.8,0.61,396642.0,654422478.18,4.98,16.76,15.96,16.0,16.06,1.67,2.08,23.27,1.67,31744997913.0,31742496046.0,-0.06,-0.18,20.36,47.0,000830.SZ
468,603889,新澳股份,7.96,3.78,0.29,169370.0,133289748.0,5.08,8.0,7.61,7.61,7.67,1.86,2.34,11.55,1.62,5812721886.0,5768779502.0,-0.25,-0.13,28.59,18.63,603889.SS
471,603823,百合花,16.26,3.77,0.59,108004.0,171437117.0,6.32,16.35,15.36,15.68,15.67,1.56,2.63,37.49,2.79,6770138867.0,6683372255.0,0.0,0.37,13.07,77.7,603823.SS
