Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1996-11-26,4.480589996257251,4.7099440916047675,4.167275957842502,4.298335552215576,70758261,0.0,0.0
1996-11-27,4.22871076808708,4.341340232587613,4.177515521531312,4.300383567810059,10992849,0.0,0.0
1996-11-28,4.341340232587613,4.361817785754823,4.2409979233646595,4.300383567810059,6135822,0.0,0.0
1996-11-29,4.300383958991832,4.4785436358096975,4.261475864174392,4.320862293243408,7926534,0.0,0.0
1996-12-02,4.441682030328745,4.644414030096068,4.4089165464354965,4.60550594329834,9943479,0.0,0.0
1996-12-03,4.658748382002077,4.707895043111611,4.38229505286876,4.402773380279541,9021789,0.0,0.0
1996-12-04,4.402773489794641,4.585027140748864,4.402773489794641,4.535880088806152,7570227,0.0,0.0
1996-12-05,4.6075535626520265,4.865576770991888,4.566597683365092,4.822572708129883,14844795,0.0,0.0
1996-12-06,4.832812152257858,5.113361533967467,4.730422435737262,4.996636867523193,11889402,0.0,0.0
1996-12-09,5.03759241104126,5.092882854196772,4.916771774553977,5.03759241104126,10263876,0.0,0.0
1996-12-10,5.017113733574102,5.436913851435771,4.83281148987579,5.314045429229736,13926696,0.0,0.0
1996-12-11,5.361145006807474,5.635550984009979,5.324284711750234,5.4881086349487305,12588051,0.0,0.0
1996-12-12,5.570019910006069,5.623262939608171,4.914723541678461,5.221893787384033,10551156,0.0,0.0
1996-12-13,5.121551844736906,5.293566928997833,4.914723873138428,4.914723873138428,9876846,0.0,0.0
1996-12-16,4.423251628875732,4.423251628875732,4.423251628875732,4.423251628875732,1985823,0.0,0.0
1996-12-17,3.980926513671875,4.378199735714978,3.980926513671875,3.980926513671875,13033734,0.0,0.0
1996-12-18,4.095603670149436,4.378200054168701,4.050552196920815,4.378200054168701,11337186,0.0,0.0
1996-12-19,4.5870759567776,4.8020943204164395,4.300382857205552,4.419156074523926,16783536,0.0,0.0
1996-12-20,4.402774299836854,4.582980579725991,4.300383420619108,4.464208126068115,8381394,0.0,0.0
1996-12-23,4.603458064448778,4.646461345287952,4.464207304723031,4.535880088806152,6142605,0.0,0.0
1996-12-24,4.535880551105644,4.65874897270664,4.382295608520508,4.382295608520508,5692533,0.0,0.0
1996-12-25,4.378199659086469,4.582980233206161,4.26966618467337,4.505163669586182,3995187,0.0,0.0
1996-12-26,4.546118510741927,4.57683541450871,4.408915561362326,4.525640964508057,3112599,0.0,0.0
1996-12-27,4.525643209299545,4.558407922902603,4.464208981682967,4.542025566101074,2795793,0.0,0.0
1996-12-30,4.603458881378174,4.6874188329571975,4.546119864714903,4.603458881378174,4095336,0.0,0.0
1996-12-31,4.625983796589187,4.638270169964167,4.513354356665743,4.535880088806152,3026016,0.0,0.0
1997-01-01,4.625983796589187,4.638270169964167,4.513354356665743,4.535880088806152,0,0.0,0.0
1997-01-02,4.505164114544284,4.603459018011969,4.50106813642325,4.587076663970947,1654174,0.0,0.0
1997-01-03,4.587076712087078,4.607554265242374,4.464208276269034,4.492877006530762,2016945,0.0,0.0
1997-01-06,4.423251210714202,4.484685028034539,4.35772180557251,4.35772180557251,2205871,0.0,0.0
1997-01-07,4.337243886885623,4.464207900571893,4.320861534051459,4.423251628875732,1560249,0.0,0.0
1997-01-08,4.42325086389736,4.456015953509885,4.394582141006431,4.429394245147705,867426,0.0,0.0
1997-01-09,4.423252475190509,4.515403617124997,4.423252475190509,4.474447727203369,910917,0.0,0.0
1997-01-10,4.474445966405416,4.525641198271769,4.46420699795428,4.515401840209961,1574601,0.0,0.0
