Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2011-11-11,5.425123130821171,5.65597943426037,5.312003594974779,5.316620826721191,99262128,0.0,0.0
2011-11-14,5.4505167839487525,5.468985268302934,5.265831500083547,5.392802715301514,45208920,0.0,0.0
2011-11-15,5.332779923181157,5.383568144046798,5.24043750327845,5.367408275604248,33636800,0.0,0.0
2011-11-16,5.346630996975115,5.395111041002088,5.180414646718443,5.224277019500732,28898432,0.0,0.0
2011-11-17,5.189648525355851,5.256597050901444,5.09038026489769,5.2081170082092285,25217020,0.0,0.0
2011-11-18,5.150403550642591,5.159638013318195,5.0303586181236515,5.101923942565918,18638068,0.0,0.0
2011-11-21,5.104232459119337,5.131934965961381,4.8595244868486365,4.949558734893799,15803952,0.0,0.0
2011-11-22,4.8479816127960715,4.908004295126639,4.781033083930805,4.859524250030518,11199604,0.0,0.0
2011-11-23,4.836439057524363,4.905695762751497,4.801810264587402,4.801810264587402,12168720,0.0,0.0
2011-11-24,4.725627759121169,4.940324163886687,4.5894225225564504,4.924164295196533,21654788,0.0,0.0
2011-11-25,4.963409220155056,5.090379977564571,4.961100604888277,5.0003461837768555,39294808,0.0,0.0
2011-11-28,4.963409706068444,4.974952343209018,4.815661837116866,4.824895858764648,17433928,0.0,0.0
2011-11-29,4.871067734632446,4.884918988535919,4.730245258922963,4.834130764007568,16181368,0.0,0.0
2011-11-30,4.820278557979668,4.820278557979668,4.409354693327573,4.453217506408691,16469232,0.0,0.0
2011-12-01,4.589422651568381,4.6979253849496105,4.485537589787085,4.603274345397949,19426060,0.0,0.0
2011-12-02,4.559411415222172,4.559411415222172,4.296235403550811,4.3193206787109375,16454824,0.0,0.0
2011-12-05,4.310086218875928,4.310086218875928,4.13694403082305,4.143869876861572,11343068,0.0,0.0
2011-12-06,4.109241336271476,4.35625790941665,4.063070347517181,4.312395095825195,14954776,0.0,0.0
2011-12-07,4.277767407369532,4.413972659909133,4.254681689251669,4.402429580688477,19026708,0.0,0.0
2011-12-08,4.377035019801538,4.467069271761085,4.340098048857313,4.443983554840088,18078776,0.0,0.0
2011-12-09,4.487845874515673,4.517856994953391,4.393194841943071,4.4486002922058105,17866764,0.0,0.0
2011-12-12,4.432440459168449,4.467068810815015,4.256989645126012,4.312395095825195,10884484,0.0,0.0
2011-12-13,4.250063935610746,4.282383672812481,4.104624677879543,4.113858699798584,7861708,0.0,0.0
2011-12-14,4.1069328786192045,4.169263731166335,3.9291734613174705,3.9314820766448975,7279340,0.0,0.0
2011-12-15,3.938407560448683,3.9407161758219167,3.7698826011128284,3.7814252376556396,6615416,0.0,0.0
2011-12-16,3.820670984373245,3.8922367430831657,3.700626062012285,3.883002281188965,8012364,0.0,0.0
2011-12-19,3.8345228283702912,3.8368314439348463,3.6937003611961994,3.816054344177246,7950092,0.0,0.0
2011-12-20,3.7768082782082892,3.8760765331979865,3.7652652018587083,3.772191047668457,6655188,0.0,0.0
2011-12-21,3.809128369054487,3.84144810522177,3.5782721042633057,3.5782721042633057,8471336,0.0,0.0
2011-12-22,3.5251758361302143,3.589815539024992,3.3474163779674195,3.518249988555908,12039912,0.0,0.0
2011-12-23,3.518249645371819,3.6152093003370167,3.4882383026290955,3.5367181301116943,10400136,0.0,0.0
2011-12-26,3.536718031904673,3.536718031904673,3.4189814999976833,3.428215742111206,7094472,0.0,0.0
2011-12-27,3.395895913486688,3.4282158721912133,3.2342965602874756,3.2342965602874756,8166948,0.0,0.0
2011-12-28,3.2089019293985492,3.3012445655952223,3.1696563475432584,3.287393093109131,6786604,0.0,0.0
2011-12-29,3.2550736056401317,3.356650271019564,3.2342965054084587,3.3289475440979004,8762728,0.0,0.0
2011-12-30,3.393587223345605,3.4836212505138446,3.3681931121676563,3.4582269191741943,12745004,0.0,0.0
2012-01-04,3.437449661289678,3.4536095284297614,3.3081700636839777,3.3127872943878174,8990852,0.0,0.0
2012-01-05,3.2504564307748116,3.2920106319587874,3.0703885925804273,3.1050169467926025,9106172,0.0,0.0
2012-01-06,3.070388708142349,3.250456553114047,3.035760132465132,3.2112109661102295,7232636,0.0,0.0
2012-01-09,3.1973592084994005,3.358958542395173,3.188124967138547,3.3474156856536865,10762872,0.0,0.0
2012-01-10,3.3243305340628124,3.458227166507788,3.2966278052978226,3.416673183441162,14814256,0.0,0.0
2012-01-11,3.462844247009198,3.601358104954249,3.4351415194525297,3.4420671463012695,17777928,0.0,0.0
2012-01-12,3.4051299699164406,3.4743868946928425,3.3774272440382185,3.393587112426758,9784332,0.0,0.0
2012-01-13,3.3935876694773137,3.4605359897128714,3.1927427087706395,3.213519811630249,9790764,0.0,0.0
2012-01-16,3.1581137227582943,3.1650393489470274,3.0473026029301273,3.0703883171081543,6239568,0.0,0.0
2012-01-17,3.0611541604138095,3.2920104279534024,3.049611303004491,3.2689247131347656,7964848,0.0,0.0
2012-01-18,3.2435304301718944,3.2873930217965923,3.118868061148087,3.1281023025512695,6383456,0.0,0.0
2012-01-19,3.158114087735672,3.199668069832075,3.095782784348499,3.1327197551727295,5929740,0.0,0.0
2012-01-20,3.095782889368325,3.174274065113367,3.079623019124953,3.158114194869995,8605000,0.0,0.0
2012-01-30,3.1511881351470947,3.2089022051692884,3.12810263923524,3.1511881351470947,5304892,0.0,0.0
2012-01-31,3.1511879753482113,3.169656459205828,3.1050167657041707,3.1396453380584717,3959956,0.0,0.0
2012-02-01,3.139645311400002,3.199667773346762,3.128102454046578,3.141953706741333,4163932,0.0,0.0
2012-02-02,3.1604221365679415,3.197359323501587,3.141953653181963,3.197359323501587,4454300,0.0,0.0
2012-02-03,3.195050761551747,3.312787510230596,3.185816519704094,3.2735419273376465,10536812,0.0,0.0
2012-02-06,3.2735421587368867,3.347416098740094,3.2435308155701565,3.315096139907837,10910560,0.0,0.0
