日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2011-11-11,002631,5.43,5.32,5.66,5.31,99262128,527738955.0,0.0,0.0,0.0,0.0
2011-11-14,002631,5.45,5.39,5.47,5.27,45208920,243802786.5,3.82,1.43,0.08,0.0
2011-11-15,002631,5.33,5.37,5.38,5.24,33636800,180542406.6,2.65,-0.47,-0.03,0.0
2011-11-16,002631,5.35,5.22,5.4,5.18,28898432,150973441.8,4.0,-2.67,-0.14,0.0
2011-11-17,002631,5.19,5.21,5.26,5.09,25217020,131333190.8,3.18,-0.31,-0.02,0.0
2011-11-18,002631,5.15,5.1,5.16,5.03,18638068,95089987.6,2.48,-2.04,-0.11,0.0
2011-11-21,002631,5.1,4.95,5.13,4.86,15803952,78222588.7,5.34,-2.99,-0.15,0.0
2011-11-22,002631,4.85,4.86,4.91,4.78,11199604,54424741.9,2.57,-1.82,-0.09,0.0
2011-11-23,002631,4.84,4.8,4.91,4.8,12168720,58431873.0,2.14,-1.19,-0.06,0.0
2011-11-24,002631,4.73,4.92,4.94,4.59,21654788,106631723.6,7.31,2.55,0.12,0.0
2011-11-25,002631,4.96,5.0,5.09,4.96,39294808,196487643.2,2.63,1.55,0.08,0.0
2011-11-28,002631,4.96,4.82,4.97,4.82,17433928,84116887.0,3.19,-3.51,-0.18,0.0
2011-11-29,002631,4.87,4.83,4.88,4.73,16181368,78222856.6,3.21,0.19,0.01,0.0
2011-11-30,002631,4.82,4.45,4.82,4.41,16469232,73341056.6,8.5,-7.88,-0.38,0.0
2011-12-01,002631,4.59,4.6,4.7,4.49,19426060,89423474.4,4.77,3.37,0.15,0.0
2011-12-02,002631,4.56,4.32,4.56,4.3,16454824,71073669.4,5.72,-6.17,-0.28,0.0
2011-12-05,002631,4.31,4.14,4.31,4.14,11343068,47004197.8,4.01,-4.06,-0.18,0.0
2011-12-06,002631,4.11,4.31,4.36,4.06,14954776,64490902.7,7.08,4.07,0.17,0.0
2011-12-07,002631,4.28,4.4,4.41,4.25,19026708,83763733.0,3.69,2.09,0.09,0.0
2011-12-08,002631,4.38,4.44,4.47,4.34,18078776,80341766.0,2.88,0.94,0.04,0.0
2011-12-09,002631,4.49,4.45,4.52,4.39,17866764,79482100.1,2.81,0.1,0.0,0.0
2011-12-12,002631,4.43,4.31,4.47,4.26,10884484,46938195.4,4.72,-3.06,-0.14,0.0
